# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000      0.96233   -5.7557e-06      0.96234
100996442    1     142447     174392      1       1  1000     -0.41764   -5.7557e-06     -0.41763
148398       1     859993     879961     74      17  1000      0.56381   -5.7557e-06      0.56382
26155        1     879583     894679     36       4  1000      -0.3726   -5.7557e-06      -0.3726
339451       1     895967     901099     30       6  1000      0.11713   -5.7557e-06      0.11713
84069        1     901872     910488     37      14  1000     -0.13801   -5.7557e-06       -0.138
84808        1     910579     917473     18       4  1000     -0.93467   -5.7557e-06     -0.93467
57801        1     934342     936608      4       2  1000      -1.5842   -5.7557e-06      -1.5842
9636         1     948847     949920      5       2  1000      0.35057   -5.7557e-06      0.35057
375790       1     955503     991499    104      11  1000      -1.2767   -5.7557e-06      -1.2767
401934       1    1007126    1009687      5       2  1000      0.27659   -5.7557e-06      0.27659
54991        1    1017198    1051736    107       9  1000     -0.90866   -5.7557e-06     -0.90866
254173       1    1109286    1133315    121      13  1000        -1.42   -5.7557e-06        -1.42
8784         1    1138888    1142163      7       1  1000      -1.0264   -5.7557e-06      -1.0264
7293         1    1146706    1149703      6       2  1000    -0.071991   -5.7557e-06    -0.071985
51150        1    1152288    1167447     89       4  1000      -0.1958   -5.7557e-06      -0.1958
126792       1    1167629    1170421      3       2  1000      0.97557   -5.7557e-06      0.97558
388581       1    1177826    1182102      9       2  1000      0.23542   -5.7557e-06      0.23543
118424       1    1189292    1209234     24       5  1000     -0.20241   -5.7557e-06      -0.2024
6339         1    1215816    1227409     42      17  1000      -1.0118   -5.7557e-06      -1.0118
116983       1    1227764    1243304     54      11  1000      -1.7135   -5.7557e-06      -1.7135
126789       1    1243962    1247057      2       1  1000       0.0295   -5.7557e-06     0.029506
54973        1    1246965    1260067     18       5  1000     -0.75824   -5.7557e-06     -0.75824
80772        1    1260136    1264276      9       2  1000     -0.16925   -5.7557e-06     -0.16925
83756        1    1266726    1269844      6       3  1000     -0.76849   -5.7557e-06     -0.76848
1855         1    1270658    1284509     32       6  1000      0.25845   -5.7557e-06      0.25845
54587        1    1288071    1297183     26       5  1000      0.20055   -5.7557e-06      0.20056
54998        1    1309110    1310818      3       2  1000      -0.5479   -5.7557e-06      -0.5479
81669        1    1321091    1334718     16       5  1000     -0.36937   -5.7557e-06     -0.36937
55052        1    1337276    1342693     10       4  1000      -1.3393   -5.7557e-06      -1.3393
441869       1    1353800    1356824      7       2  1000      0.68959   -5.7557e-06       0.6896
643965       1    1361508    1363167      7       2  1000      0.42215   -5.7557e-06      0.42215
64856        1    1370903    1378262     16       4  1000       0.6241   -5.7557e-06      0.62411
219293       1    1378152    1405538     88      11  1000       1.5388   -5.7557e-06       1.5389
83858        1    1407139    1444852     69       9  1000      0.34352   -5.7557e-06      0.34353
