# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000      0.31129   -2.8027e-06      0.31129
100996442    1     142447     174392      1       1  1000      0.26648   -2.8027e-06      0.26648
148398       1     859993     879961     74      17  1000     -0.32524   -2.8027e-06     -0.32524
26155        1     879583     894679     36       4  1000    -0.082853   -2.8027e-06    -0.082851
339451       1     895967     901099     30       6  1000    -0.059405   -2.8027e-06    -0.059402
84069        1     901872     910488     37      14  1000       1.0925   -2.8027e-06       1.0926
84808        1     910579     917473     18       4  1000      0.72337   -2.8027e-06      0.72337
57801        1     934342     936608      4       2  1000       1.2475   -2.8027e-06       1.2475
9636         1     948847     949920      5       2  1000    -0.046078   -2.8027e-06    -0.046076
375790       1     955503     991499    104      11  1000     -0.33703   -2.8027e-06     -0.33703
401934       1    1007126    1009687      5       2  1000      0.81452   -2.8027e-06      0.81453
54991        1    1017198    1051736    107       9  1000       1.6626   -2.8027e-06       1.6626
254173       1    1109286    1133315    121      13  1000    -0.054545   -2.8027e-06    -0.054542
8784         1    1138888    1142163      7       1  1000     -0.16431   -2.8027e-06     -0.16431
7293         1    1146706    1149703      6       2  1000       2.0174   -2.8027e-06       2.0174
51150        1    1152288    1167447     89       4  1000      0.49656   -2.8027e-06      0.49656
126792       1    1167629    1170421      3       2  1000      0.34287   -2.8027e-06      0.34287
388581       1    1177826    1182102      9       2  1000      0.89277   -2.8027e-06      0.89277
118424       1    1189292    1209234     24       5  1000      0.33312   -2.8027e-06      0.33312
6339         1    1215816    1227409     42      17  1000       0.4791   -2.8027e-06       0.4791
116983       1    1227764    1243304     54      11  1000       2.3713   -2.8027e-06       2.3713
126789       1    1243962    1247057      2       1  1000      0.50707   -2.8027e-06      0.50708
54973        1    1246965    1260067     18       5  1000     -0.36227   -2.8027e-06     -0.36226
80772        1    1260136    1264276      9       2  1000      0.85399   -2.8027e-06        0.854
83756        1    1266726    1269844      6       3  1000     -0.30768   -2.8027e-06     -0.30768
1855         1    1270658    1284509     32       6  1000     0.023736   -2.8027e-06     0.023739
54587        1    1288071    1297183     26       5  1000     0.035154   -2.8027e-06     0.035157
54998        1    1309110    1310818      3       2  1000     -0.21878   -2.8027e-06     -0.21878
81669        1    1321091    1334718     16       5  1000      0.64493   -2.8027e-06      0.64493
55052        1    1337276    1342693     10       4  1000       0.1378   -2.8027e-06       0.1378
441869       1    1353800    1356824      7       2  1000       1.5994   -2.8027e-06       1.5994
643965       1    1361508    1363167      7       2  1000      0.53504   -2.8027e-06      0.53504
64856        1    1370903    1378262     16       4  1000      -1.0633   -2.8027e-06      -1.0633
219293       1    1378152    1405538     88      11  1000      0.56786   -2.8027e-06      0.56787
83858        1    1407139    1444852     69       9  1000       1.1046   -2.8027e-06       1.1046
55210        1    1447523    1470067     67      10  1000        1.279   -2.8027e-06        1.279
