# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000     -0.38894   -4.5814e-06     -0.38893
100996442    1     142447     174392      1       1  1000     -0.79635   -4.5814e-06     -0.79634
148398       1     859993     879961     74      17  1000     -0.73847   -4.5814e-06     -0.73847
26155        1     879583     894679     36       4  1000      0.17343   -4.5814e-06      0.17343
339451       1     895967     901099     30       6  1000       1.3014   -4.5814e-06       1.3014
84069        1     901872     910488     37      14  1000      0.33606   -4.5814e-06      0.33607
84808        1     910579     917473     18       4  1000     -0.26325   -4.5814e-06     -0.26324
57801        1     934342     936608      4       2  1000     -0.20927   -4.5814e-06     -0.20926
9636         1     948847     949920      5       2  1000       1.1498   -4.5814e-06       1.1498
375790       1     955503     991499    104      11  1000       1.6036   -4.5814e-06       1.6036
401934       1    1007126    1009687      5       2  1000      0.28244   -4.5814e-06      0.28244
54991        1    1017198    1051736    107       9  1000      0.94611   -4.5814e-06      0.94611
254173       1    1109286    1133315    121      13  1000     -0.22965   -4.5814e-06     -0.22964
8784         1    1138888    1142163      7       1  1000      0.69119   -4.5814e-06      0.69119
7293         1    1146706    1149703      6       2  1000       1.1369   -4.5814e-06       1.1369
51150        1    1152288    1167447     89       4  1000      0.34276   -4.5814e-06      0.34276
126792       1    1167629    1170421      3       2  1000      0.77391   -4.5814e-06      0.77391
388581       1    1177826    1182102      9       2  1000      0.13816   -4.5814e-06      0.13816
118424       1    1189292    1209234     24       5  1000       1.8844   -4.5814e-06       1.8844
6339         1    1215816    1227409     42      17  1000       1.4479   -4.5814e-06       1.4479
116983       1    1227764    1243304     54      11  1000       1.9474   -4.5814e-06       1.9474
126789       1    1243962    1247057      2       1  1000       1.5521   -4.5814e-06       1.5521
54973        1    1246965    1260067     18       5  1000      0.53468   -4.5814e-06      0.53468
80772        1    1260136    1264276      9       2  1000     -0.11308   -4.5814e-06     -0.11307
83756        1    1266726    1269844      6       3  1000       0.7673   -4.5814e-06       0.7673
1855         1    1270658    1284509     32       6  1000      0.61935   -4.5814e-06      0.61936
54587        1    1288071    1297183     26       5  1000      0.47693   -4.5814e-06      0.47693
54998        1    1309110    1310818      3       2  1000     -0.29862   -4.5814e-06     -0.29861
81669        1    1321091    1334718     16       5  1000     -0.46577   -4.5814e-06     -0.46577
55052        1    1337276    1342693     10       4  1000     -0.05124   -4.5814e-06    -0.051235
441869       1    1353800    1356824      7       2  1000     -0.18273   -4.5814e-06     -0.18272
643965       1    1361508    1363167      7       2  1000       1.1601   -4.5814e-06       1.1601
64856        1    1370903    1378262     16       4  1000      0.64918   -4.5814e-06      0.64918
219293       1    1378152    1405538     88      11  1000     -0.22565   -4.5814e-06     -0.22564
83858        1    1407139    1444852     69       9  1000     -0.76007   -4.5814e-06     -0.76007
55210        1    1447523    1470067     67      10  1000      0.30093   -4.5814e-06      0.30094
339453       1    1470158    1475740      8       3  1000        1.061   -4.5814e-06       1.0611
29101        1    1477053    1510262     73       6  1000      0.79068   -4.5814e-06      0.79068
643988       1    1533388    1535476      2       1  1000     -0.21167   -4.5814e-06     -0.21167
142678       1    1550795    1565990     29       5  1000     -0.18675   -4.5814e-06     -0.18675
984          1    1571100    1590473     34       6  1000      0.50926   -4.5814e-06      0.50926
728661       1    1591486    1624243     85      15  1000     -0.42972   -4.5814e-06     -0.42971
728642       1    1633822    1655999    119       8  1000       1.7061   -4.5814e-06       1.7061
9906         1    1656277    1677438     70       8  1000     -0.81291   -4.5814e-06      -0.8129
65220        1    1682671    1711508     59       7  1000     -0.64343   -4.5814e-06     -0.64343
2782         1    1716725    1822552    112      10  1000     -0.98976   -4.5814e-06     -0.98975
163688       1    1846266    1848733     11       3  1000     -0.98864   -4.5814e-06     -0.98864
339456       1    1849029    1850740      5       2  1000      -1.0495   -4.5814e-06      -1.0495
85452        1    1853390    1935276    388      29  1000     -0.29977   -4.5814e-06     -0.29976
2563         1    1950768    1962192     22       4  1000      0.44576   -4.5814e-06      0.44577
5590         1    1981909    2116834    431      31  1000    -0.055834   -4.5814e-06    -0.055829
100506504    1    2113250    2115812      3       2  1000      -1.1029   -4.5814e-06      -1.1029
199990       1    2115899    2144159     35       6  1000      0.45362   -4.5814e-06      0.45362
6497         1    2160134    2241652    191      32  1000     -0.35903   -4.5814e-06     -0.35903
