# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000      0.54271   -2.9947e-06      0.54271
100996442    1     142447     174392      1       1  1000      -2.0259   -2.9947e-06      -2.0259
148398       1     859993     879961     74      17  1000      0.85057   -2.9947e-06      0.85058
26155        1     879583     894679     36       4  1000      -1.1136   -2.9947e-06      -1.1136
339451       1     895967     901099     30       6  1000     -0.82176   -2.9947e-06     -0.82175
84069        1     901872     910488     37      14  1000     -0.29588   -2.9947e-06     -0.29587
84808        1     910579     917473     18       4  1000    -0.011264   -2.9947e-06    -0.011261
57801        1     934342     936608      4       2  1000      -1.5555   -2.9947e-06      -1.5555
9636         1     948847     949920      5       2  1000     -0.90367   -2.9947e-06     -0.90366
375790       1     955503     991499    104      11  1000     -0.64437   -2.9947e-06     -0.64437
401934       1    1007126    1009687      5       2  1000      0.38287   -2.9947e-06      0.38288
54991        1    1017198    1051736    107       9  1000     -0.96954   -2.9947e-06     -0.96953
254173       1    1109286    1133315    121      13  1000       0.7952   -2.9947e-06       0.7952
8784         1    1138888    1142163      7       1  1000     -0.20647   -2.9947e-06     -0.20647
7293         1    1146706    1149703      6       2  1000      -2.2078   -2.9947e-06      -2.2078
51150        1    1152288    1167447     89       4  1000     -0.42143   -2.9947e-06     -0.42143
126792       1    1167629    1170421      3       2  1000      -2.0435   -2.9947e-06      -2.0435
388581       1    1177826    1182102      9       2  1000     -0.83326   -2.9947e-06     -0.83326
118424       1    1189292    1209234     24       5  1000        0.338   -2.9947e-06        0.338
6339         1    1215816    1227409     42      17  1000      -1.4092   -2.9947e-06      -1.4092
116983       1    1227764    1243304     54      11  1000     -0.50796   -2.9947e-06     -0.50795
126789       1    1243962    1247057      2       1  1000      -1.6431   -2.9947e-06      -1.6431
54973        1    1246965    1260067     18       5  1000      0.57724   -2.9947e-06      0.57724
80772        1    1260136    1264276      9       2  1000      0.61878   -2.9947e-06      0.61878
83756        1    1266726    1269844      6       3  1000     -0.16505   -2.9947e-06     -0.16505
1855         1    1270658    1284509     32       6  1000     0.013471   -2.9947e-06     0.013474
54587        1    1288071    1297183     26       5  1000       0.3957   -2.9947e-06       0.3957
54998        1    1309110    1310818      3       2  1000      0.96763   -2.9947e-06      0.96764
81669        1    1321091    1334718     16       5  1000     -0.69773   -2.9947e-06     -0.69773
55052        1    1337276    1342693     10       4  1000      -0.1637   -2.9947e-06      -0.1637
441869       1    1353800    1356824      7       2  1000     0.025893   -2.9947e-06     0.025896
643965       1    1361508    1363167      7       2  1000     -0.25912   -2.9947e-06     -0.25911
64856        1    1370903    1378262     16       4  1000      0.53871   -2.9947e-06      0.53871
219293       1    1378152    1405538     88      11  1000     -0.73736   -2.9947e-06     -0.73736
83858        1    1407139    1444852     69       9  1000     -0.32427   -2.9947e-06     -0.32427
55210        1    1447523    1470067     67      10  1000      -1.3712   -2.9947e-06      -1.3712
339453       1    1470158    1475740      8       3  1000      -1.4907   -2.9947e-06      -1.4907
29101        1    1477053    1510262     73       6  1000     -0.93585   -2.9947e-06     -0.93584
643988       1    1533388    1535476      2       1  1000     -0.07705   -2.9947e-06    -0.077047
142678       1    1550795    1565990     29       5  1000      0.41733   -2.9947e-06      0.41733
984          1    1571100    1590473     34       6  1000      0.12969   -2.9947e-06      0.12969
728661       1    1591486    1624243     85      15  1000       1.6416   -2.9947e-06       1.6416
728642       1    1633822    1655999    119       8  1000      0.22504   -2.9947e-06      0.22504
9906         1    1656277    1677438     70       8  1000      0.38316   -2.9947e-06      0.38317
