# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000       1.7571   -1.6684e-06       1.7571
100996442    1     142447     174392      1       1  1000      -1.7589   -1.6684e-06      -1.7589
148398       1     859993     879961     74      17  1000       1.1255   -1.6684e-06       1.1255
26155        1     879583     894679     36       4  1000      0.60359   -1.6684e-06      0.60359
339451       1     895967     901099     30       6  1000      0.96009   -1.6684e-06      0.96009
84069        1     901872     910488     37      14  1000      0.92498   -1.6684e-06      0.92499
84808        1     910579     917473     18       4  1000     -0.53785   -1.6684e-06     -0.53785
57801        1     934342     936608      4       2  1000      -2.4787   -1.6684e-06      -2.4787
9636         1     948847     949920      5       2  1000     -0.97437   -1.6684e-06     -0.97436
375790       1     955503     991499    104      11  1000      -0.7601   -1.6684e-06      -0.7601
401934       1    1007126    1009687      5       2  1000      0.43887   -1.6684e-06      0.43887
54991        1    1017198    1051736    107       9  1000       2.0479   -1.6684e-06       2.0479
254173       1    1109286    1133315    121      13  1000     -0.53847   -1.6684e-06     -0.53847
8784         1    1138888    1142163      7       1  1000        1.174   -1.6684e-06        1.174
7293         1    1146706    1149703      6       2  1000      -0.6618   -1.6684e-06      -0.6618
51150        1    1152288    1167447     89       4  1000      -0.5409   -1.6684e-06      -0.5409
126792       1    1167629    1170421      3       2  1000     -0.98009   -1.6684e-06     -0.98009
388581       1    1177826    1182102      9       2  1000     -0.22852   -1.6684e-06     -0.22852
118424       1    1189292    1209234     24       5  1000     -0.89994   -1.6684e-06     -0.89994
6339         1    1215816    1227409     42      17  1000      -2.0398   -1.6684e-06      -2.0398
116983       1    1227764    1243304     54      11  1000     -0.31348   -1.6684e-06     -0.31348
126789       1    1243962    1247057      2       1  1000      -1.2323   -1.6684e-06      -1.2323
54973        1    1246965    1260067     18       5  1000      -1.3117   -1.6684e-06      -1.3117
80772        1    1260136    1264276      9       2  1000     -0.37637   -1.6684e-06     -0.37637
83756        1    1266726    1269844      6       3  1000       0.8734   -1.6684e-06       0.8734
1855         1    1270658    1284509     32       6  1000     -0.90496   -1.6684e-06     -0.90496
54587        1    1288071    1297183     26       5  1000     -0.82157   -1.6684e-06     -0.82157
54998        1    1309110    1310818      3       2  1000     -0.56451   -1.6684e-06     -0.56451
81669        1    1321091    1334718     16       5  1000     -0.73448   -1.6684e-06     -0.73448
55052        1    1337276    1342693     10       4  1000     -0.98659   -1.6684e-06     -0.98659
441869       1    1353800    1356824      7       2  1000     -0.66142   -1.6684e-06     -0.66142
643965       1    1361508    1363167      7       2  1000      -2.4419   -1.6684e-06      -2.4419
64856        1    1370903    1378262     16       4  1000     -0.76217   -1.6684e-06     -0.76217
219293       1    1378152    1405538     88      11  1000     -0.85789   -1.6684e-06     -0.85789
83858        1    1407139    1444852     69       9  1000     -0.97465   -1.6684e-06     -0.97465
55210        1    1447523    1470067     67      10  1000      -1.0057   -1.6684e-06      -1.0056
339453       1    1470158    1475740      8       3  1000     -0.79033   -1.6684e-06     -0.79033
29101        1    1477053    1510262     73       6  1000     -0.60296   -1.6684e-06     -0.60295
643988       1    1533388    1535476      2       1  1000      -1.4418   -1.6684e-06      -1.4418
142678       1    1550795    1565990     29       5  1000      0.11595   -1.6684e-06      0.11595
984          1    1571100    1590473     34       6  1000      0.50665   -1.6684e-06      0.50665
728661       1    1591486    1624243     85      15  1000      0.38215   -1.6684e-06      0.38215
728642       1    1633822    1655999    119       8  1000     0.071517   -1.6684e-06     0.071518
9906         1    1656277    1677438     70       8  1000      0.25673   -1.6684e-06      0.25674
65220        1    1682671    1711508     59       7  1000     -0.81062   -1.6684e-06     -0.81062
2782         1    1716725    1822552    112      10  1000     -0.85999   -1.6684e-06     -0.85999
163688       1    1846266    1848733     11       3  1000      -1.0503   -1.6684e-06      -1.0503
339456       1    1849029    1850740      5       2  1000      -1.0767   -1.6684e-06      -1.0767
85452        1    1853390    1935276    388      29  1000     -0.79122   -1.6684e-06     -0.79122
2563         1    1950768    1962192     22       4  1000      0.21159   -1.6684e-06      0.21159
5590         1    1981909    2116834    431      31  1000       0.5664   -1.6684e-06       0.5664
100506504    1    2113250    2115812      3       2  1000      0.44591   -1.6684e-06      0.44591
199990       1    2115899    2144159     35       6  1000      -0.7522   -1.6684e-06      -0.7522
6497         1    2160134    2241652    191      32  1000     -0.40154   -1.6684e-06     -0.40154
