# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000     -0.93271   -6.2794e-06      -0.9327
100996442    1     142447     174392      1       1  1000     -0.49096   -6.2794e-06     -0.49095
148398       1     859993     879961     74      17  1000      -1.6312   -6.2794e-06      -1.6312
26155        1     879583     894679     36       4  1000     0.036886   -6.2794e-06     0.036893
339451       1     895967     901099     30       6  1000     -0.11169   -6.2794e-06     -0.11168
84069        1     901872     910488     37      14  1000      0.72328   -6.2794e-06      0.72329
84808        1     910579     917473     18       4  1000       1.0606   -6.2794e-06       1.0606
57801        1     934342     936608      4       2  1000     -0.65797   -6.2794e-06     -0.65796
9636         1     948847     949920      5       2  1000     0.080004   -6.2794e-06      0.08001
375790       1     955503     991499    104      11  1000        1.153   -6.2794e-06        1.153
401934       1    1007126    1009687      5       2  1000     -0.87608   -6.2794e-06     -0.87607
54991        1    1017198    1051736    107       9  1000      0.42664   -6.2794e-06      0.42664
254173       1    1109286    1133315    121      13  1000     -0.40519   -6.2794e-06     -0.40518
8784         1    1138888    1142163      7       1  1000     -0.53536   -6.2794e-06     -0.53535
7293         1    1146706    1149703      6       2  1000     -0.93861   -6.2794e-06     -0.93861
51150        1    1152288    1167447     89       4  1000        -1.15   -6.2794e-06        -1.15
126792       1    1167629    1170421      3       2  1000      -1.5423   -6.2794e-06      -1.5423
388581       1    1177826    1182102      9       2  1000      -0.4397   -6.2794e-06      -0.4397
118424       1    1189292    1209234     24       5  1000      -0.9039   -6.2794e-06     -0.90389
6339         1    1215816    1227409     42      17  1000      0.60038   -6.2794e-06      0.60039
116983       1    1227764    1243304     54      11  1000       1.2425   -6.2794e-06       1.2426
126789       1    1243962    1247057      2       1  1000      0.33977   -6.2794e-06      0.33977
54973        1    1246965    1260067     18       5  1000      0.61605   -6.2794e-06      0.61606
80772        1    1260136    1264276      9       2  1000      0.29894   -6.2794e-06      0.29895
83756        1    1266726    1269844      6       3  1000        1.114   -6.2794e-06        1.114
1855         1    1270658    1284509     32       6  1000       2.0014   -6.2794e-06       2.0014
54587        1    1288071    1297183     26       5  1000       0.9916   -6.2794e-06       0.9916
54998        1    1309110    1310818      3       2  1000      -1.0279   -6.2794e-06      -1.0279
81669        1    1321091    1334718     16       5  1000     0.055018   -6.2794e-06     0.055024
55052        1    1337276    1342693     10       4  1000     -0.60738   -6.2794e-06     -0.60738
441869       1    1353800    1356824      7       2  1000      0.23867   -6.2794e-06      0.23868
643965       1    1361508    1363167      7       2  1000      0.76451   -6.2794e-06      0.76452
64856        1    1370903    1378262     16       4  1000      -0.1022   -6.2794e-06      -0.1022
219293       1    1378152    1405538     88      11  1000      0.46166   -6.2794e-06      0.46167
83858        1    1407139    1444852     69       9  1000      0.56536   -6.2794e-06      0.56537
55210        1    1447523    1470067     67      10  1000     -0.29447   -6.2794e-06     -0.29446
339453       1    1470158    1475740      8       3  1000      0.25629   -6.2794e-06       0.2563
29101        1    1477053    1510262     73       6  1000      -0.4191   -6.2794e-06     -0.41909
643988       1    1533388    1535476      2       1  1000     -0.20135   -6.2794e-06     -0.20135
142678       1    1550795    1565990     29       5  1000     -0.39702   -6.2794e-06     -0.39701
984          1    1571100    1590473     34       6  1000     -0.57003   -6.2794e-06     -0.57003
728661       1    1591486    1624243     85      15  1000     -0.71394   -6.2794e-06     -0.71393
728642       1    1633822    1655999    119       8  1000     -0.52726   -6.2794e-06     -0.52725
9906         1    1656277    1677438     70       8  1000      0.62052   -6.2794e-06      0.62053
65220        1    1682671    1711508     59       7  1000      0.84395   -6.2794e-06      0.84396
2782         1    1716725    1822552    112      10  1000       1.3083   -6.2794e-06       1.3083
163688       1    1846266    1848733     11       3  1000       1.3025   -6.2794e-06       1.3025
339456       1    1849029    1850740      5       2  1000      0.80596   -6.2794e-06      0.80597
85452        1    1853390    1935276    388      29  1000      0.75122   -6.2794e-06      0.75123
2563         1    1950768    1962192     22       4  1000     -0.63347   -6.2794e-06     -0.63346
5590         1    1981909    2116834    431      31  1000     -0.05398   -6.2794e-06    -0.053973
100506504    1    2113250    2115812      3       2  1000      -1.0012   -6.2794e-06      -1.0012
199990       1    2115899    2144159     35       6  1000      0.31693   -6.2794e-06      0.31694
6497         1    2160134    2241652    191      32  1000      0.02471   -6.2794e-06     0.024716
79906        1    2251719    2323190    264      27  1000      0.62375   -6.2794e-06      0.62375
11079        1    2323214    2336883     30       8  1000      -0.2944   -6.2794e-06     -0.29439
5192         1    2336241    2344010     19       6  1000     -0.53099   -6.2794e-06     -0.53098
9651         1    2407754    2436964     46       6  1000      0.60902   -6.2794e-06      0.60902
55229        1    2439975    2458061     36       5  1000     -0.57413   -6.2794e-06     -0.57413
8764         1    2487291    2495268     11       2  1000     -0.53267   -6.2794e-06     -0.53266
127281       1    2517899    2522908      6       2  1000     -0.29588   -6.2794e-06     -0.29588
79258        1    2522078    2564499    110       3  1000      -0.4104   -6.2794e-06     -0.41039
100287898    1    2572807    2706230    142      14  1000     -0.19507   -6.2794e-06     -0.19506
140625       1    2938046    2939467      2       1  1000     -0.20851   -6.2794e-06      -0.2085
63976        1    2985565    3355185   1283     151  1000      0.10056   -6.2794e-06      0.10056
27237        1    3371147    3397677     69       8  1000      0.12088   -6.2794e-06      0.12088
1953         1    3404506    3528059    391      60  1000       1.2371   -6.2794e-06       1.2371
127262       1    3541556    3546695     14       3  1000       1.0152   -6.2794e-06       1.0152
49856        1    3547331    3566671     35       7  1000      0.39949   -6.2794e-06      0.39949
7161         1    3569129    3652765    265      44  1000      0.26511   -6.2794e-06      0.26511
148870       1    3668965    3688209     58      11  1000    -0.017172   -6.2794e-06    -0.017166
388588       1    3689352    3692546     12       5  1000       1.4763   -6.2794e-06       1.4763
57470        1    3696784    3713068     48       9  1000      0.46108   -6.2794e-06      0.46109
9731         1    3728645    3773797    233      14  1000     -0.32558   -6.2794e-06     -0.32558
1677         1    3773845    3801993    157      20  1000     -0.62231   -6.2794e-06      -0.6223
339448       1    3805697    3816857     35       5  1000     -0.25825   -6.2794e-06     -0.25825
55966        1    4715105    4843851    499      76  1000     -0.35735   -6.2794e-06     -0.35734
261734       1    5922870    6052618    317      13  1000     -0.32692   -6.2794e-06     -0.32691
8514         1    6052358    6161253    240      40  1000     -0.67101   -6.2794e-06       -0.671
26038        1    6161847    6240194    263      25  1000       -1.211   -6.2794e-06       -1.211
6146         1    6245080    6259679     30       5  1000     -0.48912   -6.2794e-06     -0.48911
388591       1    6266189    6281359     31       4  1000       1.1173   -6.2794e-06       1.1173
23463        1    6281253    6296044     20       4  1000     -0.40801   -6.2794e-06     -0.40801
390992       1    6304252    6305638      3       1  1000       1.2061   -6.2794e-06       1.2061
387509       1    6307406    6321035     32       2  1000        0.526   -6.2794e-06      0.52601
11332        1    6324332    6453826    324      17  1000      0.15338   -6.2794e-06      0.15338
54626        1    6475292    6484724     25       4  1000       0.6132   -6.2794e-06      0.61321
83715        1    6484836    6521004     95      10  1000      0.41744   -6.2794e-06      0.41744
8718         1    6520787    6527432     17       5  1000       1.1637   -6.2794e-06       1.1637
57449        1    6526152    6580121    128      22  1000     -0.30337   -6.2794e-06     -0.30336
79707        1    6581407    6614658    106       2  1000     0.089787   -6.2794e-06     0.089794
80835        1    6614987    6639817     51       9  1000     -0.36434   -6.2794e-06     -0.36433
3104         1    6640051    6649340      3       1  1000     -0.34885   -6.2794e-06     -0.34885
9903         1    6650784    6662958     16       3  1000     -0.70976   -6.2794e-06     -0.70976
148479       1    6673756    6684093     16       3  1000     -0.96128   -6.2794e-06     -0.96128
90326        1    6684925    6695646     22       3  1000      -0.9428   -6.2794e-06     -0.94279
55735        1    6694228    6761966    104       8  1000      -0.9688   -6.2794e-06     -0.96879
23261        1    6845384    7829766   2248     185  1000      0.86014   -6.2794e-06      0.86014
9341         1    7831329    7841492     27       7  1000      -1.2504   -6.2794e-06      -1.2504
8863         1    7844413    7905241    176      19  1000       -1.909   -6.2794e-06       -1.909
10911        1    7907672    7913551     17       5  1000      -1.2547   -6.2794e-06      -1.2547
3604         1    7975931    8003225     35       4  1000      -1.1775   -6.2794e-06      -1.1774
11315        1    8021714    8045342     55       9  1000     -0.11286   -6.2794e-06     -0.11286
54206        1    8071779    8086393     24       5  1000     -0.56496   -6.2794e-06     -0.56495
50651        1    8378171    8404227     72      10  1000        1.339   -6.2794e-06        1.339
473          1    8412464    8877699    509      14  1000     -0.10319   -6.2794e-06     -0.10318
2023         1    8921059    8939151     26       5  1000     -0.23676   -6.2794e-06     -0.23675
765          1    9005893    9035151    103      21  1000       1.5132   -6.2794e-06       1.5132
155184       1    9063359    9086404     66      15  1000      0.32766   -6.2794e-06      0.32767
6518         1    9097005    9131763     94      12  1000     -0.62022   -6.2794e-06     -0.62022
80045        1    9163472    9189229     57       8  1000     0.041072   -6.2794e-06     0.041078
9563         1    9294822    9331396     81      12  1000     -0.39144   -6.2794e-06     -0.39143
80176        1    9335202    9429591    287      42  1000       2.9291   -6.2794e-06       2.9291
84275        1    9599528    9642831     43       4  1000      0.72278   -6.2794e-06      0.72278
199953       1    9648932    9674935     29       4  1000         1.21   -6.2794e-06         1.21
5293         1    9711789    9789172    108      20  1000       1.0031   -6.2794e-06       1.0031
22883        1    9789079    9884550     85       6  1000     -0.21282   -6.2794e-06     -0.21281
56998        1    9908334    9970316    100      10  1000     -0.14561   -6.2794e-06      -0.1456
84328        1    9982168   10003460     35       5  1000      0.42305   -6.2794e-06      0.42305
64802        1   10003486   10045556     50       5  1000     -0.91931   -6.2794e-06      -0.9193
116362       1   10057255   10076078     20       3  1000     -0.21698   -6.2794e-06     -0.21698
10277        1   10093041   10241297    139      20  1000      0.53423   -6.2794e-06      0.53424
23095        1   10270606   10441664    264       6  1000     0.073585   -6.2794e-06     0.073592
5226         1   10458884   10480565     32       3  1000     -0.31658   -6.2794e-06     -0.31657
378708       1   10489944   10510239     47       4  1000      -0.1342   -6.2794e-06     -0.13419
100526739    1   10490159   10512060     50       5  1000     -0.10577   -6.2794e-06     -0.10577
1325         1   10509776   10512060      4       1  1000       0.1378   -6.2794e-06      0.13781
1676         1   10520588   10532613     17       4  1000     -0.87895   -6.2794e-06     -0.87894
5195         1   10535003   10690815    338      21  1000      0.28989   -6.2794e-06       0.2899
54897        1   10696661   10856733    303      55  1000      -1.1215   -6.2794e-06      -1.1215
148345       1   11006530   11042094    124      17  1000      -1.7512   -6.2794e-06      -1.7512
23435        1   11072462   11085549     24       4  1000      0.42554   -6.2794e-06      0.42555
10747        1   11086580   11107296     55       6  1000      0.11122   -6.2794e-06      0.11122
6723         1   11114649   11120091      7       2  1000       1.6215   -6.2794e-06       1.6215
5394         1   11126675   11159961     86       4  1000      0.92428   -6.2794e-06      0.92429
2475         1   11166588   11322614    285       6  1000      0.94312   -6.2794e-06      0.94313
10218        1   11249346   11256038     11       1  1000       1.0504   -6.2794e-06       1.0504
29914        1   11333255   11348491     14       1  1000       1.1863   -6.2794e-06       1.1863
57540        1   11539295   11597640    130      11  1000       1.0715   -6.2794e-06       1.0715
26232        1   11707924   11714888     21      11  1000     -0.82192   -6.2794e-06     -0.82191
93611        1   11714432   11723384     21       7  1000      0.14399   -6.2794e-06        0.144
26270        1   11724150   11734411     34       8  1000       1.1032   -6.2794e-06       1.1032
10459        1   11734537   11751678     62      12  1000    -0.078293   -6.2794e-06    -0.078287
374946       1   11751781   11780336     88      15  1000     -0.71386   -6.2794e-06     -0.71386
57085        1   11796142   11810828     33       6  1000      0.36014   -6.2794e-06      0.36014
284498       1   11823827   11849642    139       9  1000     -0.62677   -6.2794e-06     -0.62677
4524         1   11845787   11866160     61       8  1000      -1.0196   -6.2794e-06      -1.0196
1185         1   11866153   11903201    127       8  1000       -1.566   -6.2794e-06       -1.566
4878         1   11905766   11907840     11       2  1000      -1.0367   -6.2794e-06      -1.0367
90231        1   11979645   11986485     13       4  1000      -1.1452   -6.2794e-06      -1.1452
5351         1   11994724   12035599    102      10  1000     -0.46694   -6.2794e-06     -0.46694
9927         1   12040238   12073572     80       7  1000     -0.73693   -6.2794e-06     -0.73693
60672        1   12079299   12092106     20       4  1000     -0.81252   -6.2794e-06     -0.81252
943          1   12123434   12204264    196      36  1000      0.40863   -6.2794e-06      0.40863
7133         1   12227044   12269279     82      10  1000     -0.39942   -6.2794e-06     -0.39941
55187        1   12290101   12572099    193      15  1000      -1.3125   -6.2794e-06      -1.3125
9249         1   12627939   12677820    139      24  1000       1.5704   -6.2794e-06       1.5704
343066       1   12704566   12727097     39       5  1000      0.37178   -6.2794e-06      0.37179
126767       1   12776118   12788726     35       4  1000    -0.011574   -6.2794e-06    -0.011568
93190        1   12806163   12821102     44       6  1000      0.15155   -6.2794e-06      0.15156
390999       1   12834984   12838049      2       1  1000      0.14313   -6.2794e-06      0.14313
65121        1   12851546   12856777     25       5  1000     -0.42283   -6.2794e-06     -0.42282
440560       1   12884468   12891264     33       5  1000     -0.42362   -6.2794e-06     -0.42361
343069       1   12907261   12908578      8       3  1000      -1.0757   -6.2794e-06      -1.0757
65122        1   12916941   12921764     48       6  1000      0.20198   -6.2794e-06      0.20199
400735       1   12939033   12946025     38       6  1000     -0.17332   -6.2794e-06     -0.17331
343071       1   12952727   12958094      4       2  1000      -0.4486   -6.2794e-06     -0.44859
441871       1   12976467   12980300      1       1  1000     -0.37246   -6.2794e-06     -0.37245
440561       1   12998302   13007406      5       3  1000       1.6958   -6.2794e-06       1.6958
653606       1   13035543   13038381      1       1  1000      0.96083   -6.2794e-06      0.96083
441873       1   13140447   13145000      5       2  1000      0.36022   -6.2794e-06      0.36023
440563       1   13182960   13184326      5       2  1000     -0.29028   -6.2794e-06     -0.29027
645359       1   13216688   13219898      1       1  1000     -0.65142   -6.2794e-06     -0.65142
343068       1   13359819   13369057      3       2  1000      0.61047   -6.2794e-06      0.61048
343070       1   13421176   13428191      1       1  1000       0.8005   -6.2794e-06       0.8005
400736       1   13447414   13452656      4       2  1000       1.7808   -6.2794e-06       1.7808
391003       1   13474053   13477569      5       1  1000     -0.22399   -6.2794e-06     -0.22398
729528       1   13668269   13673511      1       1  1000    -0.020562   -6.2794e-06    -0.020556
645414       1   13694889   13698405      1       1  1000     -0.56232   -6.2794e-06     -0.56231
391004       1   13716088   13719064      3       1  1000     -0.42591   -6.2794e-06      -0.4259
126755       1   13801445   13840242    156      33  1000     -0.90929   -6.2794e-06     -0.90929
10630        1   13910252   13944452     86      20  1000      0.75012   -6.2794e-06      0.75012
7799         1   14026714   14151574    178      20  1000     -0.87127   -6.2794e-06     -0.87126
23254        1   14219646   15444544   1614     167  1000       1.1909   -6.2794e-06       1.1909
55092        1   15479028   15546974    299      21  1000     -0.48478   -6.2794e-06     -0.48477
727684       1   15490692   15498120     21       5  1000     -0.78558   -6.2794e-06     -0.78557
114827       1   15573730   15724767    380      41  1000     -0.81109   -6.2794e-06     -0.81108
79180        1   15736391   15756839     46      12  1000     -0.34012   -6.2794e-06     -0.34012
11330        1   15764938   15773153     13       4  1000      0.63602   -6.2794e-06      0.63603
63036        1   15783223   15798586     54       7  1000       1.3753   -6.2794e-06       1.3753
51032        1   15802596   15817895     34       4  1000      0.85781   -6.2794e-06      0.85782
842          1   15817896   15851407    104       5  1000      0.67656   -6.2794e-06      0.67657
23341        1   15853343   15898228     81       5  1000      0.50577   -6.2794e-06      0.50578
79814        1   15898194   15911605     49       4  1000     -0.15879   -6.2794e-06     -0.15878
84301        1   15943953   15995539     97       3  1000      0.52023   -6.2794e-06      0.52024
6248         1   15986364   15988217      1       1  1000      0.72641   -6.2794e-06      0.72642
23207        1   16010632   16061264    119       7  1000      0.89058   -6.2794e-06      0.89058
284723       1   16062721   16067884      6       2  1000       1.2493   -6.2794e-06       1.2493
388595       1   16068987   16074292     11       2  1000      -0.2657   -6.2794e-06      -0.2657
54751        1   16083107   16113089     43       5  1000         1.27   -6.2794e-06         1.27
440567       1   16133657   16134194      4       1  1000      0.90587   -6.2794e-06      0.90588
23013        1   16174359   16266951    109      10  1000       0.6172   -6.2794e-06       0.6172
7709         1   16268364   16302627     44       9  1000    -0.028778   -6.2794e-06    -0.028772
101928566    1   16302626   16323701     18       5  1000      0.22309   -6.2794e-06      0.22309
149563       1   16330731   16333184     10       3  1000      -1.4852   -6.2794e-06      -1.4852
27129        1   16340523   16346084     42       5  1000     -0.39794   -6.2794e-06     -0.39794
1187         1   16348486   16360548     60       8  1000    -0.023264   -6.2794e-06    -0.023258
1188         1   16370231   16383821    118      13  1000      0.66451   -6.2794e-06      0.66451
348487       1   16384264   16400127     71      12  1000   -0.0034089   -6.2794e-06   -0.0034026
1969         1   16450832   16482582     45       9  1000      0.70616   -6.2794e-06      0.70616
128272       1   16524599   16539104     42       3  1000       -1.581   -6.2794e-06       -1.581
101927546    1   16551343   16553528      6       1  1000     -0.57686   -6.2794e-06     -0.57685
79363        1   16558182   16563659      7       2  1000      -1.3773   -6.2794e-06      -1.3773
54455        1   16573339   16678965    157       6  1000     -0.48926   -6.2794e-06     -0.48925
26099        1   16693525   16724643     23       5  1000     -0.51819   -6.2794e-06     -0.51819
374955       1   16722101   16763919     67      11  1000      -1.2213   -6.2794e-06      -1.2213
55707        1   16767167   16786585     21       3  1000     -0.87702   -6.2794e-06     -0.87702
100133301    1   16865561   16866198      1       1  1000      0.83822   -6.2794e-06      0.83823
55672        1   16888922   16940100    111      36  1000     0.037424   -6.2794e-06      0.03743
11223        1   17081129   17090975     13       7  1000       1.1963   -6.2794e-06       1.1963
9696         1   17248445   17299474    109      16  1000      -1.2106   -6.2794e-06      -1.2106
4237         1   17300997   17308081     14       3  1000      0.28848   -6.2794e-06      0.28848
23400        1   17312453   17338467     33       4  1000     -0.64766   -6.2794e-06     -0.64765
6390         1   17345217   17380665     89       7  1000     -0.92709   -6.2794e-06     -0.92709
11240        1   17393256   17445948    212      10  1000     -0.87131   -6.2794e-06     -0.87131
29943        1   17531621   17572501    125      30  1000      0.79809   -6.2794e-06       0.7981
51702        1   17575593   17610728    138      19  1000       1.2806   -6.2794e-06       1.2806
23569        1   17634690   17690495    232      17  1000      0.73735   -6.2794e-06      0.73736
353238       1   17698741   17728195    137      11  1000      -0.0538   -6.2794e-06    -0.053793
55920        1   17733251   17766250     49       5  1000     -0.45603   -6.2794e-06     -0.45603
55160        1   17846693   18024370    292      28  1000      0.48436   -6.2794e-06      0.48437
81569        1   18081808   18153558    172      17  1000     -0.77129   -6.2794e-06     -0.77128
84966        1   18434240   18704977    821     100  1000     -0.19621   -6.2794e-06      -0.1962
127707       1   18807424   18812540     23       5  1000      -1.7208   -6.2794e-06      -1.7208
5081         1   18957500   19075360    284      44  1000     -0.48835   -6.2794e-06     -0.48834
80834        1   19166093   19186155    107      19  1000     -0.74682   -6.2794e-06     -0.74681
8659         1   19197924   19229293     97      18  1000    0.0067037   -6.2794e-06      0.00671
126917       1   19230774   19282826    128      22  1000      0.73253   -6.2794e-06      0.73254
23352        1   19401000   19536812    151      10  1000     -0.45221   -6.2794e-06     -0.45221
23065        1   19542158   19578053     68       7  1000      0.25518   -6.2794e-06      0.25519
51154        1   19578075   19586622     35       5  1000      0.88118   -6.2794e-06      0.88119
22977        1   19609057   19615280     12       4  1000     -0.43727   -6.2794e-06     -0.43726
8574         1   19629202   19638640     16       6  1000       1.1321   -6.2794e-06       1.1321
54896        1   19638740   19658925     58       7  1000      0.67085   -6.2794e-06      0.67085
832          1   19665267   19812066    435      20  1000      0.43266   -6.2794e-06      0.43266
440574       1   19923471   19956315    102       8  1000     -0.23685   -6.2794e-06     -0.23684
100532736    1   19923471   19984949    199      21  1000     -0.34728   -6.2794e-06     -0.34728
4681         1   19969723   19984949     43      12  1000    -0.097637   -6.2794e-06    -0.097631
3362         1   19991780   20006055     30       5  1000      -1.1455   -6.2794e-06      -1.1455
255104       1   20008706   20126424    298      36  1000      0.98174   -6.2794e-06      0.98175
54546        1   20140522   20141771      3       2  1000     -0.30679   -6.2794e-06     -0.30678
23252        1   20208356   20239438     44       8  1000     -0.63293   -6.2794e-06     -0.63292
30814        1   20246800   20250110     11       2  1000        1.266   -6.2794e-06        1.266
5320         1   20301924   20306932     11       4  1000     -0.61452   -6.2794e-06     -0.61452
5322         1   20386157   20418394    100      15  1000      -1.9073   -6.2794e-06      -1.9073
26279        1   20439143   20446059     18       7  1000      0.21716   -6.2794e-06      0.21717
64600        1   20465823   20476879     16       6  1000      0.26773   -6.2794e-06      0.26774
391013       1   20490484   20501687     29       5  1000      0.45855   -6.2794e-06      0.45856
127733       1   20512578   20522540      6       2  1000     -0.62824   -6.2794e-06     -0.62823
127731       1   20617412   20681662    163      17  1000      0.21488   -6.2794e-06      0.21489
79594        1   20825941   20834674     16       5  1000      -1.2247   -6.2794e-06      -1.2247
163933       1   20878932   20881513      3       1  1000      -1.1378   -6.2794e-06      -1.1378
978          1   20915444   20945401    122      18  1000      0.21978   -6.2794e-06      0.21979
65018        1   20959948   20978004     62       8  1000      -1.2236   -6.2794e-06      -1.2236
1650         1   20978260   20988037     24       4  1000     -0.77623   -6.2794e-06     -0.77622
