# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000     -0.90759   -1.3176e-06     -0.90759
100996442    1     142447     174392      1       1  1000     -0.85959   -1.3176e-06     -0.85959
148398       1     859993     879961     74      17  1000      -1.4056   -1.3176e-06      -1.4056
26155        1     879583     894679     36       4  1000      0.32348   -1.3176e-06      0.32348
339451       1     895967     901099     30       6  1000    -0.065377   -1.3176e-06    -0.065376
84069        1     901872     910488     37      14  1000     -0.65319   -1.3176e-06     -0.65319
84808        1     910579     917473     18       4  1000     -0.46011   -1.3176e-06     -0.46011
57801        1     934342     936608      4       2  1000      0.79844   -1.3176e-06      0.79844
9636         1     948847     949920      5       2  1000       1.6919   -1.3176e-06       1.6919
375790       1     955503     991499    104      11  1000     -0.80706   -1.3176e-06     -0.80705
401934       1    1007126    1009687      5       2  1000      0.22408   -1.3176e-06      0.22409
54991        1    1017198    1051736    107       9  1000     -0.13428   -1.3176e-06     -0.13428
254173       1    1109286    1133315    121      13  1000      -1.1291   -1.3176e-06      -1.1291
8784         1    1138888    1142163      7       1  1000     -0.37828   -1.3176e-06     -0.37828
7293         1    1146706    1149703      6       2  1000     -0.90246   -1.3176e-06     -0.90246
51150        1    1152288    1167447     89       4  1000     -0.69838   -1.3176e-06     -0.69837
126792       1    1167629    1170421      3       2  1000      -1.2412   -1.3176e-06      -1.2412
388581       1    1177826    1182102      9       2  1000      0.43851   -1.3176e-06      0.43851
118424       1    1189292    1209234     24       5  1000     -0.44064   -1.3176e-06     -0.44064
6339         1    1215816    1227409     42      17  1000     -0.59706   -1.3176e-06     -0.59705
116983       1    1227764    1243304     54      11  1000      0.85221   -1.3176e-06      0.85221
126789       1    1243962    1247057      2       1  1000      -1.1172   -1.3176e-06      -1.1172
54973        1    1246965    1260067     18       5  1000      0.28181   -1.3176e-06      0.28181
80772        1    1260136    1264276      9       2  1000     -0.69171   -1.3176e-06     -0.69171
83756        1    1266726    1269844      6       3  1000       0.7574   -1.3176e-06       0.7574
1855         1    1270658    1284509     32       6  1000      0.47583   -1.3176e-06      0.47583
54587        1    1288071    1297183     26       5  1000      0.03636   -1.3176e-06     0.036361
54998        1    1309110    1310818      3       2  1000       2.1114   -1.3176e-06       2.1114
81669        1    1321091    1334718     16       5  1000       -0.159   -1.3176e-06       -0.159
55052        1    1337276    1342693     10       4  1000       1.1811   -1.3176e-06       1.1811
441869       1    1353800    1356824      7       2  1000   -0.0068175   -1.3176e-06   -0.0068162
643965       1    1361508    1363167      7       2  1000      -0.2009   -1.3176e-06      -0.2009
64856        1    1370903    1378262     16       4  1000     -0.73922   -1.3176e-06     -0.73922
219293       1    1378152    1405538     88      11  1000     -0.20276   -1.3176e-06     -0.20276
83858        1    1407139    1444852     69       9  1000     -0.95678   -1.3176e-06     -0.95678
55210        1    1447523    1470067     67      10  1000     -0.35547   -1.3176e-06     -0.35547
339453       1    1470158    1475740      8       3  1000     -0.02147   -1.3176e-06    -0.021469
29101        1    1477053    1510262     73       6  1000     -0.25428   -1.3176e-06     -0.25428
643988       1    1533388    1535476      2       1  1000       0.3817   -1.3176e-06       0.3817
142678       1    1550795    1565990     29       5  1000      -0.2229   -1.3176e-06      -0.2229
984          1    1571100    1590473     34       6  1000       1.6316   -1.3176e-06       1.6316
728661       1    1591486    1624243     85      15  1000       1.3146   -1.3176e-06       1.3146
728642       1    1633822    1655999    119       8  1000      -1.1155   -1.3176e-06      -1.1155
9906         1    1656277    1677438     70       8  1000       0.8352   -1.3176e-06       0.8352
65220        1    1682671    1711508     59       7  1000     -0.55734   -1.3176e-06     -0.55734
2782         1    1716725    1822552    112      10  1000      -1.0686   -1.3176e-06      -1.0686
163688       1    1846266    1848733     11       3  1000     -0.98631   -1.3176e-06      -0.9863
339456       1    1849029    1850740      5       2  1000     -0.28534   -1.3176e-06     -0.28534
85452        1    1853390    1935276    388      29  1000     -0.64636   -1.3176e-06     -0.64636
2563         1    1950768    1962192     22       4  1000       1.0745   -1.3176e-06       1.0745
5590         1    1981909    2116834    431      31  1000     -0.16061   -1.3176e-06     -0.16061
100506504    1    2113250    2115812      3       2  1000      -1.0579   -1.3176e-06      -1.0579
199990       1    2115899    2144159     35       6  1000      0.76567   -1.3176e-06      0.76567
6497         1    2160134    2241652    191      32  1000       1.2785   -1.3176e-06       1.2785
79906        1    2251719    2323190    264      27  1000    -0.063711   -1.3176e-06    -0.063709
11079        1    2323214    2336883     30       8  1000     -0.84981   -1.3176e-06      -0.8498
5192         1    2336241    2344010     19       6  1000     -0.37357   -1.3176e-06     -0.37357
9651         1    2407754    2436964     46       6  1000      0.38801   -1.3176e-06      0.38801
55229        1    2439975    2458061     36       5  1000        1.157   -1.3176e-06        1.157
8764         1    2487291    2495268     11       2  1000    -0.077809   -1.3176e-06    -0.077808
127281       1    2517899    2522908      6       2  1000      0.47283   -1.3176e-06      0.47283
79258        1    2522078    2564499    110       3  1000      0.57383   -1.3176e-06      0.57383
100287898    1    2572807    2706230    142      14  1000     -0.12648   -1.3176e-06     -0.12647
140625       1    2938046    2939467      2       1  1000       1.6848   -1.3176e-06       1.6848
63976        1    2985565    3355185   1283     151  1000      0.63761   -1.3176e-06      0.63761
27237        1    3371147    3397677     69       8  1000      0.58661   -1.3176e-06      0.58661
1953         1    3404506    3528059    391      60  1000      0.72735   -1.3176e-06      0.72735
127262       1    3541556    3546695     14       3  1000     -0.82608   -1.3176e-06     -0.82608
49856        1    3547331    3566671     35       7  1000      -1.1572   -1.3176e-06      -1.1572
7161         1    3569129    3652765    265      44  1000        1.637   -1.3176e-06        1.637
148870       1    3668965    3688209     58      11  1000     -0.37913   -1.3176e-06     -0.37913
388588       1    3689352    3692546     12       5  1000     0.072106   -1.3176e-06     0.072108
57470        1    3696784    3713068     48       9  1000      0.47779   -1.3176e-06      0.47779
9731         1    3728645    3773797    233      14  1000      0.39783   -1.3176e-06      0.39783
1677         1    3773845    3801993    157      20  1000     -0.63386   -1.3176e-06     -0.63386
339448       1    3805697    3816857     35       5  1000      0.65143   -1.3176e-06      0.65144
55966        1    4715105    4843851    499      76  1000     -0.30377   -1.3176e-06     -0.30377
261734       1    5922870    6052618    317      13  1000     -0.34139   -1.3176e-06     -0.34139
8514         1    6052358    6161253    240      40  1000     -0.50511   -1.3176e-06     -0.50511
26038        1    6161847    6240194    263      25  1000     -0.25092   -1.3176e-06     -0.25092
6146         1    6245080    6259679     30       5  1000      0.85288   -1.3176e-06      0.85288
388591       1    6266189    6281359     31       4  1000      0.15862   -1.3176e-06      0.15863
23463        1    6281253    6296044     20       4  1000      0.68475   -1.3176e-06      0.68475
390992       1    6304252    6305638      3       1  1000       1.0675   -1.3176e-06       1.0675
387509       1    6307406    6321035     32       2  1000      0.49879   -1.3176e-06      0.49879
11332        1    6324332    6453826    324      17  1000      0.56495   -1.3176e-06      0.56495
54626        1    6475292    6484724     25       4  1000      -1.0555   -1.3176e-06      -1.0555
83715        1    6484836    6521004     95      10  1000      -0.1159   -1.3176e-06     -0.11589
8718         1    6520787    6527432     17       5  1000        1.429   -1.3176e-06        1.429
57449        1    6526152    6580121    128      22  1000      0.99498   -1.3176e-06      0.99498
79707        1    6581407    6614658    106       2  1000      -1.1169   -1.3176e-06      -1.1169
80835        1    6614987    6639817     51       9  1000      -1.3448   -1.3176e-06      -1.3448
3104         1    6640051    6649340      3       1  1000     -0.22941   -1.3176e-06     -0.22941
9903         1    6650784    6662958     16       3  1000      -1.0139   -1.3176e-06      -1.0139
148479       1    6673756    6684093     16       3  1000     -0.80262   -1.3176e-06     -0.80262
90326        1    6684925    6695646     22       3  1000     -0.72428   -1.3176e-06     -0.72428
55735        1    6694228    6761966    104       8  1000     -0.41383   -1.3176e-06     -0.41383
23261        1    6845384    7829766   2248     185  1000      0.91273   -1.3176e-06      0.91273
9341         1    7831329    7841492     27       7  1000      0.60665   -1.3176e-06      0.60665
8863         1    7844413    7905241    176      19  1000      -1.2426   -1.3176e-06      -1.2426
10911        1    7907672    7913551     17       5  1000      -1.0983   -1.3176e-06      -1.0983
3604         1    7975931    8003225     35       4  1000     -0.79937   -1.3176e-06     -0.79937
11315        1    8021714    8045342     55       9  1000      0.22309   -1.3176e-06      0.22309
54206        1    8071779    8086393     24       5  1000      0.27439   -1.3176e-06      0.27439
50651        1    8378171    8404227     72      10  1000      -1.0811   -1.3176e-06      -1.0811
473          1    8412464    8877699    509      14  1000      -1.1032   -1.3176e-06      -1.1032
2023         1    8921059    8939151     26       5  1000      -1.3924   -1.3176e-06      -1.3924
765          1    9005893    9035151    103      21  1000       1.0717   -1.3176e-06       1.0717
155184       1    9063359    9086404     66      15  1000       1.5658   -1.3176e-06       1.5658
6518         1    9097005    9131763     94      12  1000     -0.12168   -1.3176e-06     -0.12168
80045        1    9163472    9189229     57       8  1000      0.73616   -1.3176e-06      0.73616
9563         1    9294822    9331396     81      12  1000     -0.57971   -1.3176e-06      -0.5797
80176        1    9335202    9429591    287      42  1000      -1.3306   -1.3176e-06      -1.3306
84275        1    9599528    9642831     43       4  1000     -0.13891   -1.3176e-06     -0.13891
199953       1    9648932    9674935     29       4  1000    -0.067283   -1.3176e-06    -0.067281
5293         1    9711789    9789172    108      20  1000     -0.92303   -1.3176e-06     -0.92303
22883        1    9789079    9884550     85       6  1000       1.3829   -1.3176e-06       1.3829
56998        1    9908334    9970316    100      10  1000      0.23364   -1.3176e-06      0.23364
84328        1    9982168   10003460     35       5  1000      0.23532   -1.3176e-06      0.23533
64802        1   10003486   10045556     50       5  1000      0.25165   -1.3176e-06      0.25166
116362       1   10057255   10076078     20       3  1000        0.793   -1.3176e-06        0.793
10277        1   10093041   10241297    139      20  1000      0.65965   -1.3176e-06      0.65965
23095        1   10270606   10441664    264       6  1000      0.12089   -1.3176e-06       0.1209
5226         1   10458884   10480565     32       3  1000      0.28226   -1.3176e-06      0.28226
378708       1   10489944   10510239     47       4  1000     -0.34679   -1.3176e-06     -0.34679
100526739    1   10490159   10512060     50       5  1000     -0.19629   -1.3176e-06     -0.19629
1325         1   10509776   10512060      4       1  1000      0.87578   -1.3176e-06      0.87578
1676         1   10520588   10532613     17       4  1000      -1.2518   -1.3176e-06      -1.2518
5195         1   10535003   10690815    338      21  1000      -1.8679   -1.3176e-06      -1.8679
54897        1   10696661   10856733    303      55  1000      0.70214   -1.3176e-06      0.70214
148345       1   11006530   11042094    124      17  1000      0.11798   -1.3176e-06      0.11798
23435        1   11072462   11085549     24       4  1000     -0.61549   -1.3176e-06     -0.61549
10747        1   11086580   11107296     55       6  1000     -0.89458   -1.3176e-06     -0.89457
6723         1   11114649   11120091      7       2  1000     -0.35337   -1.3176e-06     -0.35337
5394         1   11126675   11159961     86       4  1000     -0.99198   -1.3176e-06     -0.99198
2475         1   11166588   11322614    285       6  1000     -0.78264   -1.3176e-06     -0.78264
10218        1   11249346   11256038     11       1  1000     -0.58805   -1.3176e-06     -0.58804
29914        1   11333255   11348491     14       1  1000     -0.33555   -1.3176e-06     -0.33555
57540        1   11539295   11597640    130      11  1000      0.61888   -1.3176e-06      0.61889
26232        1   11707924   11714888     21      11  1000       1.1675   -1.3176e-06       1.1675
93611        1   11714432   11723384     21       7  1000      0.19363   -1.3176e-06      0.19363
26270        1   11724150   11734411     34       8  1000       -0.202   -1.3176e-06       -0.202
10459        1   11734537   11751678     62      12  1000      -0.2324   -1.3176e-06     -0.23239
374946       1   11751781   11780336     88      15  1000    -0.079414   -1.3176e-06    -0.079413
57085        1   11796142   11810828     33       6  1000      0.12751   -1.3176e-06      0.12751
284498       1   11823827   11849642    139       9  1000      0.57151   -1.3176e-06      0.57151
4524         1   11845787   11866160     61       8  1000     -0.74003   -1.3176e-06     -0.74003
1185         1   11866153   11903201    127       8  1000     -0.62219   -1.3176e-06     -0.62219
4878         1   11905766   11907840     11       2  1000      0.44356   -1.3176e-06      0.44356
90231        1   11979645   11986485     13       4  1000      -0.7457   -1.3176e-06      -0.7457
5351         1   11994724   12035599    102      10  1000      0.62797   -1.3176e-06      0.62797
9927         1   12040238   12073572     80       7  1000     -0.46951   -1.3176e-06     -0.46951
60672        1   12079299   12092106     20       4  1000       1.5418   -1.3176e-06       1.5418
943          1   12123434   12204264    196      36  1000     0.053842   -1.3176e-06     0.053844
7133         1   12227044   12269279     82      10  1000      0.40112   -1.3176e-06      0.40113
55187        1   12290101   12572099    193      15  1000     -0.54089   -1.3176e-06     -0.54089
9249         1   12627939   12677820    139      24  1000      0.71309   -1.3176e-06       0.7131
343066       1   12704566   12727097     39       5  1000     -0.57159   -1.3176e-06     -0.57159
126767       1   12776118   12788726     35       4  1000      -1.1635   -1.3176e-06      -1.1635
93190        1   12806163   12821102     44       6  1000     -0.29519   -1.3176e-06     -0.29519
390999       1   12834984   12838049      2       1  1000      -1.6191   -1.3176e-06      -1.6191
65121        1   12851546   12856777     25       5  1000       1.2208   -1.3176e-06       1.2208
440560       1   12884468   12891264     33       5  1000      -1.2286   -1.3176e-06      -1.2286
343069       1   12907261   12908578      8       3  1000      -1.2307   -1.3176e-06      -1.2307
65122        1   12916941   12921764     48       6  1000     -0.27224   -1.3176e-06     -0.27224
400735       1   12939033   12946025     38       6  1000       1.0088   -1.3176e-06       1.0088
343071       1   12952727   12958094      4       2  1000      0.52057   -1.3176e-06      0.52057
441871       1   12976467   12980300      1       1  1000    -0.029437   -1.3176e-06    -0.029436
440561       1   12998302   13007406      5       3  1000     -0.41158   -1.3176e-06     -0.41158
653606       1   13035543   13038381      1       1  1000     -0.50798   -1.3176e-06     -0.50798
441873       1   13140447   13145000      5       2  1000     -0.15805   -1.3176e-06     -0.15805
440563       1   13182960   13184326      5       2  1000     -0.69545   -1.3176e-06     -0.69545
645359       1   13216688   13219898      1       1  1000     0.077652   -1.3176e-06     0.077653
343068       1   13359819   13369057      3       2  1000     -0.30311   -1.3176e-06     -0.30311
343070       1   13421176   13428191      1       1  1000      0.47153   -1.3176e-06      0.47154
400736       1   13447414   13452656      4       2  1000       0.1323   -1.3176e-06       0.1323
391003       1   13474053   13477569      5       1  1000      0.53814   -1.3176e-06      0.53814
729528       1   13668269   13673511      1       1  1000     -0.94355   -1.3176e-06     -0.94355
645414       1   13694889   13698405      1       1  1000       1.1033   -1.3176e-06       1.1033
391004       1   13716088   13719064      3       1  1000      -1.5403   -1.3176e-06      -1.5403
126755       1   13801445   13840242    156      33  1000     0.098009   -1.3176e-06      0.09801
10630        1   13910252   13944452     86      20  1000     -0.19397   -1.3176e-06     -0.19397
7799         1   14026714   14151574    178      20  1000      0.17006   -1.3176e-06      0.17006
23254        1   14219646   15444544   1614     167  1000       1.0608   -1.3176e-06       1.0608
55092        1   15479028   15546974    299      21  1000      -0.4072   -1.3176e-06      -0.4072
727684       1   15490692   15498120     21       5  1000      0.25929   -1.3176e-06      0.25929
114827       1   15573730   15724767    380      41  1000     0.087818   -1.3176e-06     0.087819
79180        1   15736391   15756839     46      12  1000      0.11386   -1.3176e-06      0.11386
11330        1   15764938   15773153     13       4  1000     -0.78067   -1.3176e-06     -0.78067
63036        1   15783223   15798586     54       7  1000     -0.23405   -1.3176e-06     -0.23405
51032        1   15802596   15817895     34       4  1000       1.0321   -1.3176e-06       1.0321
842          1   15817896   15851407    104       5  1000       1.3219   -1.3176e-06       1.3219
23341        1   15853343   15898228     81       5  1000       1.7865   -1.3176e-06       1.7865
79814        1   15898194   15911605     49       4  1000      0.99691   -1.3176e-06      0.99691
84301        1   15943953   15995539     97       3  1000     -0.88591   -1.3176e-06     -0.88591
6248         1   15986364   15988217      1       1  1000      -1.3218   -1.3176e-06      -1.3218
23207        1   16010632   16061264    119       7  1000     -0.84047   -1.3176e-06     -0.84047
284723       1   16062721   16067884      6       2  1000     -0.49795   -1.3176e-06     -0.49795
388595       1   16068987   16074292     11       2  1000     -0.25998   -1.3176e-06     -0.25998
54751        1   16083107   16113089     43       5  1000      0.76904   -1.3176e-06      0.76905
440567       1   16133657   16134194      4       1  1000     -0.66228   -1.3176e-06     -0.66228
23013        1   16174359   16266951    109      10  1000      0.67283   -1.3176e-06      0.67283
7709         1   16268364   16302627     44       9  1000      0.33475   -1.3176e-06      0.33475
101928566    1   16302626   16323701     18       5  1000      0.80438   -1.3176e-06      0.80438
149563       1   16330731   16333184     10       3  1000      0.10496   -1.3176e-06      0.10496
27129        1   16340523   16346084     42       5  1000      0.72944   -1.3176e-06      0.72944
1187         1   16348486   16360548     60       8  1000     0.062516   -1.3176e-06     0.062517
1188         1   16370231   16383821    118      13  1000      0.19192   -1.3176e-06      0.19192
348487       1   16384264   16400127     71      12  1000      0.34801   -1.3176e-06      0.34801
1969         1   16450832   16482582     45       9  1000      -1.2379   -1.3176e-06      -1.2379
128272       1   16524599   16539104     42       3  1000     -0.84813   -1.3176e-06     -0.84813
101927546    1   16551343   16553528      6       1  1000     -0.48042   -1.3176e-06     -0.48042
79363        1   16558182   16563659      7       2  1000     -0.59897   -1.3176e-06     -0.59897
54455        1   16573339   16678965    157       6  1000     -0.60308   -1.3176e-06     -0.60308
26099        1   16693525   16724643     23       5  1000       -1.338   -1.3176e-06       -1.338
374955       1   16722101   16763919     67      11  1000     -0.51128   -1.3176e-06     -0.51128
55707        1   16767167   16786585     21       3  1000      -1.0126   -1.3176e-06      -1.0126
