# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000      0.57186   -3.1876e-06      0.57187
100996442    1     142447     174392      1       1  1000      0.46932   -3.1876e-06      0.46933
148398       1     859993     879961     74      17  1000     -0.66825   -3.1876e-06     -0.66825
26155        1     879583     894679     36       4  1000     -0.69947   -3.1876e-06     -0.69946
339451       1     895967     901099     30       6  1000      -1.0201   -3.1876e-06      -1.0201
84069        1     901872     910488     37      14  1000      -1.5954   -3.1876e-06      -1.5954
84808        1     910579     917473     18       4  1000     -0.17524   -3.1876e-06     -0.17523
57801        1     934342     936608      4       2  1000      -1.0724   -3.1876e-06      -1.0724
9636         1     948847     949920      5       2  1000     -0.72595   -3.1876e-06     -0.72595
375790       1     955503     991499    104      11  1000      0.73241   -3.1876e-06      0.73241
401934       1    1007126    1009687      5       2  1000      0.72413   -3.1876e-06      0.72414
54991        1    1017198    1051736    107       9  1000     -0.70342   -3.1876e-06     -0.70341
254173       1    1109286    1133315    121      13  1000      -1.1199   -3.1876e-06      -1.1199
8784         1    1138888    1142163      7       1  1000    0.0010048   -3.1876e-06     0.001008
7293         1    1146706    1149703      6       2  1000     -0.88353   -3.1876e-06     -0.88352
51150        1    1152288    1167447     89       4  1000     -0.46724   -3.1876e-06     -0.46723
126792       1    1167629    1170421      3       2  1000      0.62702   -3.1876e-06      0.62703
388581       1    1177826    1182102      9       2  1000      0.47739   -3.1876e-06      0.47739
118424       1    1189292    1209234     24       5  1000      -1.4714   -3.1876e-06      -1.4714
6339         1    1215816    1227409     42      17  1000      -1.0612   -3.1876e-06      -1.0612
116983       1    1227764    1243304     54      11  1000      0.30129   -3.1876e-06       0.3013
126789       1    1243962    1247057      2       1  1000     -0.97411   -3.1876e-06      -0.9741
54973        1    1246965    1260067     18       5  1000      -1.8522   -3.1876e-06      -1.8522
