# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000    -0.097337   -5.0226e-06    -0.097332
100996442    1     142447     174392      1       1  1000       1.1162   -5.0226e-06       1.1162
148398       1     859993     879961     74      17  1000       1.1356   -5.0226e-06       1.1356
26155        1     879583     894679     36       4  1000       1.0071   -5.0226e-06       1.0071
339451       1     895967     901099     30       6  1000       2.5979   -5.0226e-06       2.5979
84069        1     901872     910488     37      14  1000       2.0166   -5.0226e-06       2.0166
84808        1     910579     917473     18       4  1000      0.02718   -5.0226e-06     0.027185
57801        1     934342     936608      4       2  1000      0.92074   -5.0226e-06      0.92074
9636         1     948847     949920      5       2  1000     -0.20379   -5.0226e-06     -0.20379
375790       1     955503     991499    104      11  1000     -0.71304   -5.0226e-06     -0.71304
401934       1    1007126    1009687      5       2  1000     -0.49255   -5.0226e-06     -0.49255
54991        1    1017198    1051736    107       9  1000      0.90586   -5.0226e-06      0.90586
254173       1    1109286    1133315    121      13  1000     -0.61902   -5.0226e-06     -0.61902
8784         1    1138888    1142163      7       1  1000    -0.083824   -5.0226e-06    -0.083819
7293         1    1146706    1149703      6       2  1000      -1.3401   -5.0226e-06      -1.3401
51150        1    1152288    1167447     89       4  1000     -0.53033   -5.0226e-06     -0.53033
126792       1    1167629    1170421      3       2  1000      0.30087   -5.0226e-06      0.30088
388581       1    1177826    1182102      9       2  1000     -0.19642   -5.0226e-06     -0.19642
118424       1    1189292    1209234     24       5  1000     -0.93849   -5.0226e-06     -0.93848
6339         1    1215816    1227409     42      17  1000     -0.52881   -5.0226e-06     -0.52881
116983       1    1227764    1243304     54      11  1000      -1.7926   -5.0226e-06      -1.7926
126789       1    1243962    1247057      2       1  1000      0.33089   -5.0226e-06      0.33089
54973        1    1246965    1260067     18       5  1000      -0.8132   -5.0226e-06      -0.8132
80772        1    1260136    1264276      9       2  1000      -0.4167   -5.0226e-06     -0.41669
83756        1    1266726    1269844      6       3  1000      0.37534   -5.0226e-06      0.37535
1855         1    1270658    1284509     32       6  1000      0.22993   -5.0226e-06      0.22993
54587        1    1288071    1297183     26       5  1000     -0.48363   -5.0226e-06     -0.48363
54998        1    1309110    1310818      3       2  1000      -1.1529   -5.0226e-06      -1.1529
81669        1    1321091    1334718     16       5  1000     -0.20265   -5.0226e-06     -0.20265
55052        1    1337276    1342693     10       4  1000     -0.55679   -5.0226e-06     -0.55678
441869       1    1353800    1356824      7       2  1000      0.09704   -5.0226e-06     0.097045
643965       1    1361508    1363167      7       2  1000     -0.68151   -5.0226e-06      -0.6815
64856        1    1370903    1378262     16       4  1000     -0.99454   -5.0226e-06     -0.99453
219293       1    1378152    1405538     88      11  1000     -0.28324   -5.0226e-06     -0.28323
83858        1    1407139    1444852     69       9  1000      0.59726   -5.0226e-06      0.59726
55210        1    1447523    1470067     67      10  1000     -0.76126   -5.0226e-06     -0.76126
339453       1    1470158    1475740      8       3  1000      -1.5667   -5.0226e-06      -1.5666
29101        1    1477053    1510262     73       6  1000     -0.79609   -5.0226e-06     -0.79609
643988       1    1533388    1535476      2       1  1000       1.3101   -5.0226e-06       1.3101
142678       1    1550795    1565990     29       5  1000     -0.38975   -5.0226e-06     -0.38975
984          1    1571100    1590473     34       6  1000      -1.2217   -5.0226e-06      -1.2217
728661       1    1591486    1624243     85      15  1000     -0.21393   -5.0226e-06     -0.21393
728642       1    1633822    1655999    119       8  1000       1.7281   -5.0226e-06       1.7281
9906         1    1656277    1677438     70       8  1000       1.3954   -5.0226e-06       1.3954
65220        1    1682671    1711508     59       7  1000       1.9312   -5.0226e-06       1.9312
2782         1    1716725    1822552    112      10  1000       2.6348   -5.0226e-06       2.6348
163688       1    1846266    1848733     11       3  1000       2.1867   -5.0226e-06       2.1867
339456       1    1849029    1850740      5       2  1000       1.7822   -5.0226e-06       1.7822
85452        1    1853390    1935276    388      29  1000       1.1476   -5.0226e-06       1.1476
2563         1    1950768    1962192     22       4  1000     -0.63874   -5.0226e-06     -0.63874
5590         1    1981909    2116834    431      31  1000     -0.22689   -5.0226e-06     -0.22689
100506504    1    2113250    2115812      3       2  1000     -0.45215   -5.0226e-06     -0.45214
199990       1    2115899    2144159     35       6  1000    -0.048965   -5.0226e-06     -0.04896
6497         1    2160134    2241652    191      32  1000      0.52306   -5.0226e-06      0.52306
79906        1    2251719    2323190    264      27  1000      0.50119   -5.0226e-06      0.50119
11079        1    2323214    2336883     30       8  1000      0.05077   -5.0226e-06     0.050775
5192         1    2336241    2344010     19       6  1000     -0.83076   -5.0226e-06     -0.83075
9651         1    2407754    2436964     46       6  1000       3.1752   -5.0226e-06       3.1752
55229        1    2439975    2458061     36       5  1000        3.579   -5.0226e-06        3.579
8764         1    2487291    2495268     11       2  1000       2.3168   -5.0226e-06       2.3168
127281       1    2517899    2522908      6       2  1000       1.6643   -5.0226e-06       1.6643
79258        1    2522078    2564499    110       3  1000       1.3786   -5.0226e-06       1.3786
100287898    1    2572807    2706230    142      14  1000       2.8277   -5.0226e-06       2.8278
140625       1    2938046    2939467      2       1  1000      0.49477   -5.0226e-06      0.49477
63976        1    2985565    3355185   1283     151  1000       1.8296   -5.0226e-06       1.8296
27237        1    3371147    3397677     69       8  1000     -0.97563   -5.0226e-06     -0.97563
1953         1    3404506    3528059    391      60  1000       1.4844   -5.0226e-06       1.4844
127262       1    3541556    3546695     14       3  1000     -0.99065   -5.0226e-06     -0.99065
49856        1    3547331    3566671     35       7  1000     -0.86825   -5.0226e-06     -0.86824
7161         1    3569129    3652765    265      44  1000    -0.068222   -5.0226e-06    -0.068217
148870       1    3668965    3688209     58      11  1000     -0.96059   -5.0226e-06     -0.96058
388588       1    3689352    3692546     12       5  1000      -1.0448   -5.0226e-06      -1.0448
57470        1    3696784    3713068     48       9  1000     -0.36644   -5.0226e-06     -0.36644
9731         1    3728645    3773797    233      14  1000      0.54813   -5.0226e-06      0.54814
1677         1    3773845    3801993    157      20  1000        1.276   -5.0226e-06        1.276
339448       1    3805697    3816857     35       5  1000      0.28797   -5.0226e-06      0.28798
55966        1    4715105    4843851    499      76  1000     -0.25355   -5.0226e-06     -0.25354
261734       1    5922870    6052618    317      13  1000       0.2152   -5.0226e-06       0.2152
8514         1    6052358    6161253    240      40  1000       1.0165   -5.0226e-06       1.0165
26038        1    6161847    6240194    263      25  1000     -0.92398   -5.0226e-06     -0.92397
6146         1    6245080    6259679     30       5  1000      0.30692   -5.0226e-06      0.30693
388591       1    6266189    6281359     31       4  1000     -0.32723   -5.0226e-06     -0.32722
23463        1    6281253    6296044     20       4  1000      0.15465   -5.0226e-06      0.15465
390992       1    6304252    6305638      3       1  1000     -0.56763   -5.0226e-06     -0.56762
387509       1    6307406    6321035     32       2  1000      -0.3456   -5.0226e-06      -0.3456
11332        1    6324332    6453826    324      17  1000     -0.12027   -5.0226e-06     -0.12026
54626        1    6475292    6484724     25       4  1000      0.54608   -5.0226e-06      0.54609
83715        1    6484836    6521004     95      10  1000       1.5478   -5.0226e-06       1.5478
8718         1    6520787    6527432     17       5  1000       1.1434   -5.0226e-06       1.1435
57449        1    6526152    6580121    128      22  1000      0.64089   -5.0226e-06      0.64089
79707        1    6581407    6614658    106       2  1000     -0.61536   -5.0226e-06     -0.61535
80835        1    6614987    6639817     51       9  1000      0.75652   -5.0226e-06      0.75653
3104         1    6640051    6649340      3       1  1000      0.61248   -5.0226e-06      0.61248
9903         1    6650784    6662958     16       3  1000        0.869   -5.0226e-06        0.869
148479       1    6673756    6684093     16       3  1000      0.12562   -5.0226e-06      0.12563
90326        1    6684925    6695646     22       3  1000      0.45281   -5.0226e-06      0.45282
55735        1    6694228    6761966    104       8  1000      0.47369   -5.0226e-06       0.4737
23261        1    6845384    7829766   2248     185  1000       0.5279   -5.0226e-06      0.52791
9341         1    7831329    7841492     27       7  1000     -0.20988   -5.0226e-06     -0.20988
8863         1    7844413    7905241    176      19  1000     -0.12049   -5.0226e-06     -0.12049
10911        1    7907672    7913551     17       5  1000     -0.53978   -5.0226e-06     -0.53978
3604         1    7975931    8003225     35       4  1000      0.16795   -5.0226e-06      0.16795
11315        1    8021714    8045342     55       9  1000       1.7462   -5.0226e-06       1.7462
54206        1    8071779    8086393     24       5  1000       1.6564   -5.0226e-06       1.6564
50651        1    8378171    8404227     72      10  1000     -0.10478   -5.0226e-06     -0.10478
473          1    8412464    8877699    509      14  1000     -0.50274   -5.0226e-06     -0.50274
2023         1    8921059    8939151     26       5  1000      0.47851   -5.0226e-06      0.47852
765          1    9005893    9035151    103      21  1000       1.7839   -5.0226e-06        1.784
155184       1    9063359    9086404     66      15  1000     -0.73701   -5.0226e-06       -0.737
6518         1    9097005    9131763     94      12  1000     -0.74816   -5.0226e-06     -0.74816
80045        1    9163472    9189229     57       8  1000     -0.25729   -5.0226e-06     -0.25729
9563         1    9294822    9331396     81      12  1000      0.63528   -5.0226e-06      0.63528
80176        1    9335202    9429591    287      42  1000      -0.7066   -5.0226e-06     -0.70659
84275        1    9599528    9642831     43       4  1000      0.31713   -5.0226e-06      0.31713
199953       1    9648932    9674935     29       4  1000      0.38104   -5.0226e-06      0.38104
5293         1    9711789    9789172    108      20  1000     -0.66682   -5.0226e-06     -0.66681
22883        1    9789079    9884550     85       6  1000     -0.54722   -5.0226e-06     -0.54722
56998        1    9908334    9970316    100      10  1000      0.98324   -5.0226e-06      0.98325
