# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000     -0.83446   -5.7313e-06     -0.83446
100996442    1     142447     174392      1       1  1000       1.6044   -5.7313e-06       1.6044
148398       1     859993     879961     74      17  1000     -0.71109   -5.7313e-06     -0.71109
26155        1     879583     894679     36       4  1000     -0.78729   -5.7313e-06     -0.78729
339451       1     895967     901099     30       6  1000     -0.59781   -5.7313e-06     -0.59781
84069        1     901872     910488     37      14  1000      -1.2689   -5.7313e-06      -1.2689
84808        1     910579     917473     18       4  1000       -1.074   -5.7313e-06       -1.074
57801        1     934342     936608      4       2  1000     -0.59729   -5.7313e-06     -0.59728
9636         1     948847     949920      5       2  1000      0.65419   -5.7313e-06      0.65419
375790       1     955503     991499    104      11  1000      0.65754   -5.7313e-06      0.65754
401934       1    1007126    1009687      5       2  1000       1.2413   -5.7313e-06       1.2413
54991        1    1017198    1051736    107       9  1000     -0.61084   -5.7313e-06     -0.61083
254173       1    1109286    1133315    121      13  1000      -1.1145   -5.7313e-06      -1.1145
8784         1    1138888    1142163      7       1  1000     -0.29366   -5.7313e-06     -0.29366
7293         1    1146706    1149703      6       2  1000      -0.4122   -5.7313e-06      -0.4122
51150        1    1152288    1167447     89       4  1000      0.72181   -5.7313e-06      0.72182
126792       1    1167629    1170421      3       2  1000     -0.66015   -5.7313e-06     -0.66015
388581       1    1177826    1182102      9       2  1000      0.37133   -5.7313e-06      0.37133
118424       1    1189292    1209234     24       5  1000    -0.059428   -5.7313e-06    -0.059422
6339         1    1215816    1227409     42      17  1000     -0.61081   -5.7313e-06      -0.6108
116983       1    1227764    1243304     54      11  1000     -0.66866   -5.7313e-06     -0.66865
126789       1    1243962    1247057      2       1  1000      -1.2962   -5.7313e-06      -1.2962
54973        1    1246965    1260067     18       5  1000      0.11475   -5.7313e-06      0.11475
80772        1    1260136    1264276      9       2  1000     -0.42169   -5.7313e-06     -0.42168
83756        1    1266726    1269844      6       3  1000      -1.1543   -5.7313e-06      -1.1542
1855         1    1270658    1284509     32       6  1000     -0.26801   -5.7313e-06       -0.268
54587        1    1288071    1297183     26       5  1000     -0.12599   -5.7313e-06     -0.12598
54998        1    1309110    1310818      3       2  1000      0.94487   -5.7313e-06      0.94487
81669        1    1321091    1334718     16       5  1000     -0.52187   -5.7313e-06     -0.52187
55052        1    1337276    1342693     10       4  1000     -0.63188   -5.7313e-06     -0.63188
441869       1    1353800    1356824      7       2  1000     -0.28856   -5.7313e-06     -0.28855
643965       1    1361508    1363167      7       2  1000     -0.67376   -5.7313e-06     -0.67375
64856        1    1370903    1378262     16       4  1000      -1.3128   -5.7313e-06      -1.3128
219293       1    1378152    1405538     88      11  1000     -0.24543   -5.7313e-06     -0.24542
83858        1    1407139    1444852     69       9  1000    0.0045823   -5.7313e-06     0.004588
55210        1    1447523    1470067     67      10  1000      -1.3656   -5.7313e-06      -1.3656
339453       1    1470158    1475740      8       3  1000       1.1468   -5.7313e-06       1.1468
29101        1    1477053    1510262     73       6  1000      0.45256   -5.7313e-06      0.45257
643988       1    1533388    1535476      2       1  1000      -1.5887   -5.7313e-06      -1.5887
142678       1    1550795    1565990     29       5  1000     -0.34707   -5.7313e-06     -0.34707
984          1    1571100    1590473     34       6  1000     -0.58773   -5.7313e-06     -0.58772
728661       1    1591486    1624243     85      15  1000     -0.45531   -5.7313e-06      -0.4553
728642       1    1633822    1655999    119       8  1000      -0.1069   -5.7313e-06      -0.1069
9906         1    1656277    1677438     70       8  1000      -1.3538   -5.7313e-06      -1.3538
65220        1    1682671    1711508     59       7  1000     -0.26836   -5.7313e-06     -0.26836
2782         1    1716725    1822552    112      10  1000      0.02055   -5.7313e-06     0.020556
163688       1    1846266    1848733     11       3  1000     -0.87702   -5.7313e-06     -0.87701
