# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
79501        1      69091      70008      1       1  1000       1.5891   -8.5684e-07       1.5891
100996442    1     142447     174392      1       1  1000      0.88972   -8.5684e-07      0.88972
148398       1     859993     879961     74      17  1000       2.1103   -8.5684e-07       2.1103
26155        1     879583     894679     36       4  1000       1.8759   -8.5684e-07       1.8759
339451       1     895967     901099     30       6  1000        1.546   -8.5684e-07        1.546
84069        1     901872     910488     37      14  1000       2.1883   -8.5684e-07       2.1883
84808        1     910579     917473     18       4  1000      0.28944   -8.5684e-07      0.28945
57801        1     934342     936608      4       2  1000       1.9239   -8.5684e-07       1.9239
9636         1     948847     949920      5       2  1000     -0.57365   -8.5684e-07     -0.57365
375790       1     955503     991499    104      11  1000    -0.077577   -8.5684e-07    -0.077576
401934       1    1007126    1009687      5       2  1000     -0.53192   -8.5684e-07     -0.53191
54991        1    1017198    1051736    107       9  1000      0.70239   -8.5684e-07      0.70239
254173       1    1109286    1133315    121      13  1000      0.29055   -8.5684e-07      0.29055
8784         1    1138888    1142163      7       1  1000     -0.54529   -8.5684e-07     -0.54529
7293         1    1146706    1149703      6       2  1000     0.063488   -8.5684e-07     0.063489
51150        1    1152288    1167447     89       4  1000        2.074   -8.5684e-07        2.074
126792       1    1167629    1170421      3       2  1000    -0.095868   -8.5684e-07    -0.095867
388581       1    1177826    1182102      9       2  1000      0.56513   -8.5684e-07      0.56513
118424       1    1189292    1209234     24       5  1000       2.1558   -8.5684e-07       2.1558
6339         1    1215816    1227409     42      17  1000      0.38778   -8.5684e-07      0.38778
116983       1    1227764    1243304     54      11  1000    -0.058371   -8.5684e-07     -0.05837
126789       1    1243962    1247057      2       1  1000    -0.063672   -8.5684e-07    -0.063671
54973        1    1246965    1260067     18       5  1000     -0.54167   -8.5684e-07     -0.54167
80772        1    1260136    1264276      9       2  1000     -0.26239   -8.5684e-07     -0.26238
83756        1    1266726    1269844      6       3  1000      -1.0109   -8.5684e-07      -1.0109
1855         1    1270658    1284509     32       6  1000     -0.76909   -8.5684e-07     -0.76909
54587        1    1288071    1297183     26       5  1000     -0.62127   -8.5684e-07     -0.62127
54998        1    1309110    1310818      3       2  1000      0.18034   -8.5684e-07      0.18034
81669        1    1321091    1334718     16       5  1000     -0.33413   -8.5684e-07     -0.33413
55052        1    1337276    1342693     10       4  1000     -0.59704   -8.5684e-07     -0.59704
441869       1    1353800    1356824      7       2  1000      0.51661   -8.5684e-07      0.51661
643965       1    1361508    1363167      7       2  1000     -0.95578   -8.5684e-07     -0.95578
64856        1    1370903    1378262     16       4  1000     -0.69876   -8.5684e-07     -0.69875
219293       1    1378152    1405538     88      11  1000      0.37582   -8.5684e-07      0.37582
83858        1    1407139    1444852     69       9  1000     -0.48254   -8.5684e-07     -0.48254
55210        1    1447523    1470067     67      10  1000     -0.66273   -8.5684e-07     -0.66273
339453       1    1470158    1475740      8       3  1000      0.73021   -8.5684e-07      0.73021
29101        1    1477053    1510262     73       6  1000      0.52057   -8.5684e-07      0.52057
643988       1    1533388    1535476      2       1  1000      -1.1426   -8.5684e-07      -1.1426
142678       1    1550795    1565990     29       5  1000      0.85896   -8.5684e-07      0.85896
984          1    1571100    1590473     34       6  1000      0.80003   -8.5684e-07      0.80003
728661       1    1591486    1624243     85      15  1000      0.01282   -8.5684e-07     0.012821
728642       1    1633822    1655999    119       8  1000      0.16012   -8.5684e-07      0.16012
9906         1    1656277    1677438     70       8  1000        1.845   -8.5684e-07        1.845
65220        1    1682671    1711508     59       7  1000       1.4961   -8.5684e-07       1.4961
2782         1    1716725    1822552    112      10  1000       1.3154   -8.5684e-07       1.3154
163688       1    1846266    1848733     11       3  1000       2.0228   -8.5684e-07       2.0228
339456       1    1849029    1850740      5       2  1000       2.1527   -8.5684e-07       2.1527
85452        1    1853390    1935276    388      29  1000      0.72428   -8.5684e-07      0.72428
2563         1    1950768    1962192     22       4  1000     -0.26678   -8.5684e-07     -0.26678
5590         1    1981909    2116834    431      31  1000      0.74602   -8.5684e-07      0.74602
100506504    1    2113250    2115812      3       2  1000      0.70168   -8.5684e-07      0.70168
199990       1    2115899    2144159     35       6  1000     0.026909   -8.5684e-07      0.02691
6497         1    2160134    2241652    191      32  1000      -0.7059   -8.5684e-07      -0.7059
79906        1    2251719    2323190    264      27  1000      0.73365   -8.5684e-07      0.73365
11079        1    2323214    2336883     30       8  1000      0.54223   -8.5684e-07      0.54223
5192         1    2336241    2344010     19       6  1000       0.5413   -8.5684e-07       0.5413
9651         1    2407754    2436964     46       6  1000      0.53374   -8.5684e-07      0.53374
55229        1    2439975    2458061     36       5  1000       1.2838   -8.5684e-07       1.2838
8764         1    2487291    2495268     11       2  1000     -0.34412   -8.5684e-07     -0.34412
127281       1    2517899    2522908      6       2  1000      -1.0492   -8.5684e-07      -1.0492
79258        1    2522078    2564499    110       3  1000     -0.30172   -8.5684e-07     -0.30172
100287898    1    2572807    2706230    142      14  1000     -0.22717   -8.5684e-07     -0.22716
140625       1    2938046    2939467      2       1  1000         -1.4   -8.5684e-07         -1.4
63976        1    2985565    3355185   1283     151  1000     -0.07233   -8.5684e-07    -0.072329
27237        1    3371147    3397677     69       8  1000     -0.53558   -8.5684e-07     -0.53558
1953         1    3404506    3528059    391      60  1000       1.2011   -8.5684e-07       1.2011
127262       1    3541556    3546695     14       3  1000    -0.015005   -8.5684e-07    -0.015004
49856        1    3547331    3566671     35       7  1000      0.57186   -8.5684e-07      0.57186
7161         1    3569129    3652765    265      44  1000      0.20966   -8.5684e-07      0.20966
148870       1    3668965    3688209     58      11  1000     0.036648   -8.5684e-07     0.036649
388588       1    3689352    3692546     12       5  1000       1.3231   -8.5684e-07       1.3231
57470        1    3696784    3713068     48       9  1000      0.49049   -8.5684e-07      0.49049
9731         1    3728645    3773797    233      14  1000       -0.346   -8.5684e-07     -0.34599
1677         1    3773845    3801993    157      20  1000     -0.57541   -8.5684e-07     -0.57541
339448       1    3805697    3816857     35       5  1000    0.0083562   -8.5684e-07    0.0083571
55966        1    4715105    4843851    499      76  1000      0.36949   -8.5684e-07      0.36949
261734       1    5922870    6052618    317      13  1000     -0.54617   -8.5684e-07     -0.54617
8514         1    6052358    6161253    240      40  1000      0.55604   -8.5684e-07      0.55604
26038        1    6161847    6240194    263      25  1000      -1.3245   -8.5684e-07      -1.3245
6146         1    6245080    6259679     30       5  1000     -0.34938   -8.5684e-07     -0.34938
388591       1    6266189    6281359     31       4  1000      0.91935   -8.5684e-07      0.91935
23463        1    6281253    6296044     20       4  1000     -0.24728   -8.5684e-07     -0.24728
390992       1    6304252    6305638      3       1  1000      0.21471   -8.5684e-07      0.21471
387509       1    6307406    6321035     32       2  1000      -0.4476   -8.5684e-07      -0.4476
11332        1    6324332    6453826    324      17  1000       -1.326   -8.5684e-07       -1.326
54626        1    6475292    6484724     25       4  1000     -0.89663   -8.5684e-07     -0.89662
83715        1    6484836    6521004     95      10  1000     -0.68608   -8.5684e-07     -0.68608
8718         1    6520787    6527432     17       5  1000      -1.0309   -8.5684e-07      -1.0309
57449        1    6526152    6580121    128      22  1000      0.78468   -8.5684e-07      0.78468
79707        1    6581407    6614658    106       2  1000     -0.35056   -8.5684e-07     -0.35056
80835        1    6614987    6639817     51       9  1000     -0.86933   -8.5684e-07     -0.86933
3104         1    6640051    6649340      3       1  1000     -0.27729   -8.5684e-07     -0.27729
9903         1    6650784    6662958     16       3  1000      -0.7932   -8.5684e-07      -0.7932
148479       1    6673756    6684093     16       3  1000      -1.0402   -8.5684e-07      -1.0402
90326        1    6684925    6695646     22       3  1000     -0.51684   -8.5684e-07     -0.51684
55735        1    6694228    6761966    104       8  1000     -0.27545   -8.5684e-07     -0.27544
23261        1    6845384    7829766   2248     185  1000     -0.29697   -8.5684e-07     -0.29697
9341         1    7831329    7841492     27       7  1000     -0.33813   -8.5684e-07     -0.33813
8863         1    7844413    7905241    176      19  1000      -1.4546   -8.5684e-07      -1.4546
10911        1    7907672    7913551     17       5  1000      -1.5092   -8.5684e-07      -1.5092
3604         1    7975931    8003225     35       4  1000       1.2679   -8.5684e-07       1.2679
11315        1    8021714    8045342     55       9  1000     -0.30253   -8.5684e-07     -0.30253
54206        1    8071779    8086393     24       5  1000      0.82187   -8.5684e-07      0.82187
50651        1    8378171    8404227     72      10  1000       1.4831   -8.5684e-07       1.4831
473          1    8412464    8877699    509      14  1000      0.94415   -8.5684e-07      0.94415
2023         1    8921059    8939151     26       5  1000       0.4886   -8.5684e-07       0.4886
765          1    9005893    9035151    103      21  1000     -0.17817   -8.5684e-07     -0.17817
155184       1    9063359    9086404     66      15  1000      0.44368   -8.5684e-07      0.44368
6518         1    9097005    9131763     94      12  1000      -1.6931   -8.5684e-07      -1.6931
80045        1    9163472    9189229     57       8  1000      0.38695   -8.5684e-07      0.38695
9563         1    9294822    9331396     81      12  1000     -0.26822   -8.5684e-07     -0.26822
80176        1    9335202    9429591    287      42  1000      0.37387   -8.5684e-07      0.37387
84275        1    9599528    9642831     43       4  1000     -0.32864   -8.5684e-07     -0.32863
199953       1    9648932    9674935     29       4  1000      0.62939   -8.5684e-07      0.62939
5293         1    9711789    9789172    108      20  1000       2.5681   -8.5684e-07       2.5681
22883        1    9789079    9884550     85       6  1000      0.17402   -8.5684e-07      0.17402
56998        1    9908334    9970316    100      10  1000     -0.54186   -8.5684e-07     -0.54186
84328        1    9982168   10003460     35       5  1000      0.56231   -8.5684e-07      0.56231
64802        1   10003486   10045556     50       5  1000     0.096485   -8.5684e-07     0.096486
116362       1   10057255   10076078     20       3  1000      0.98292   -8.5684e-07      0.98293
10277        1   10093041   10241297    139      20  1000     -0.52695   -8.5684e-07     -0.52695
23095        1   10270606   10441664    264       6  1000     -0.83045   -8.5684e-07     -0.83045
5226         1   10458884   10480565     32       3  1000      -0.7934   -8.5684e-07      -0.7934
378708       1   10489944   10510239     47       4  1000     -0.23581   -8.5684e-07     -0.23581
100526739    1   10490159   10512060     50       5  1000     -0.27265   -8.5684e-07     -0.27264
1325         1   10509776   10512060      4       1  1000     -0.76805   -8.5684e-07     -0.76805
1676         1   10520588   10532613     17       4  1000       0.2367   -8.5684e-07      0.23671
5195         1   10535003   10690815    338      21  1000     -0.63979   -8.5684e-07     -0.63979
54897        1   10696661   10856733    303      55  1000      -0.6539   -8.5684e-07      -0.6539
148345       1   11006530   11042094    124      17  1000      0.33759   -8.5684e-07      0.33759
23435        1   11072462   11085549     24       4  1000      -1.3798   -8.5684e-07      -1.3798
10747        1   11086580   11107296     55       6  1000      -1.5385   -8.5684e-07      -1.5385
6723         1   11114649   11120091      7       2  1000     -0.53295   -8.5684e-07     -0.53295
5394         1   11126675   11159961     86       4  1000      -1.5823   -8.5684e-07      -1.5823
2475         1   11166588   11322614    285       6  1000       -0.367   -8.5684e-07       -0.367
10218        1   11249346   11256038     11       1  1000     0.085397   -8.5684e-07     0.085398
29914        1   11333255   11348491     14       1  1000     -0.11815   -8.5684e-07     -0.11815
57540        1   11539295   11597640    130      11  1000      -1.1775   -8.5684e-07      -1.1775
26232        1   11707924   11714888     21      11  1000      0.21166   -8.5684e-07      0.21166
93611        1   11714432   11723384     21       7  1000     -0.22611   -8.5684e-07     -0.22611
26270        1   11724150   11734411     34       8  1000      0.51777   -8.5684e-07      0.51777
10459        1   11734537   11751678     62      12  1000     -0.28683   -8.5684e-07     -0.28683
374946       1   11751781   11780336     88      15  1000     -0.24936   -8.5684e-07     -0.24936
57085        1   11796142   11810828     33       6  1000     -0.30893   -8.5684e-07     -0.30893
284498       1   11823827   11849642    139       9  1000     -0.16941   -8.5684e-07     -0.16941
4524         1   11845787   11866160     61       8  1000      -1.2359   -8.5684e-07      -1.2359
1185         1   11866153   11903201    127       8  1000      -1.5687   -8.5684e-07      -1.5687
4878         1   11905766   11907840     11       2  1000      -1.9733   -8.5684e-07      -1.9733
90231        1   11979645   11986485     13       4  1000       1.6368   -8.5684e-07       1.6368
5351         1   11994724   12035599    102      10  1000     -0.36959   -8.5684e-07     -0.36958
9927         1   12040238   12073572     80       7  1000       0.9773   -8.5684e-07       0.9773
60672        1   12079299   12092106     20       4  1000      0.35881   -8.5684e-07      0.35881
943          1   12123434   12204264    196      36  1000     -0.27592   -8.5684e-07     -0.27592
7133         1   12227044   12269279     82      10  1000         3.31   -8.5684e-07         3.31
55187        1   12290101   12572099    193      15  1000      0.58614   -8.5684e-07      0.58614
9249         1   12627939   12677820    139      24  1000     -0.86487   -8.5684e-07     -0.86487
343066       1   12704566   12727097     39       5  1000     -0.33707   -8.5684e-07     -0.33707
126767       1   12776118   12788726     35       4  1000     -0.61862   -8.5684e-07     -0.61862
93190        1   12806163   12821102     44       6  1000      -1.8712   -8.5684e-07      -1.8712
390999       1   12834984   12838049      2       1  1000     -0.19782   -8.5684e-07     -0.19782
65121        1   12851546   12856777     25       5  1000      0.17054   -8.5684e-07      0.17054
440560       1   12884468   12891264     33       5  1000      0.23971   -8.5684e-07      0.23971
343069       1   12907261   12908578      8       3  1000      0.90085   -8.5684e-07      0.90085
65122        1   12916941   12921764     48       6  1000    0.0097905   -8.5684e-07    0.0097913
400735       1   12939033   12946025     38       6  1000       0.2093   -8.5684e-07       0.2093
343071       1   12952727   12958094      4       2  1000     -0.05415   -8.5684e-07    -0.054149
441871       1   12976467   12980300      1       1  1000      0.48823   -8.5684e-07      0.48823
440561       1   12998302   13007406      5       3  1000     0.012574   -8.5684e-07     0.012575
653606       1   13035543   13038381      1       1  1000       -1.428   -8.5684e-07       -1.428
441873       1   13140447   13145000      5       2  1000     -0.19551   -8.5684e-07     -0.19551
440563       1   13182960   13184326      5       2  1000        1.081   -8.5684e-07        1.081
645359       1   13216688   13219898      1       1  1000     -0.66008   -8.5684e-07     -0.66008
343068       1   13359819   13369057      3       2  1000     -0.11649   -8.5684e-07     -0.11649
343070       1   13421176   13428191      1       1  1000       1.1783   -8.5684e-07       1.1783
400736       1   13447414   13452656      4       2  1000     -0.29457   -8.5684e-07     -0.29457
391003       1   13474053   13477569      5       1  1000       1.3073   -8.5684e-07       1.3073
729528       1   13668269   13673511      1       1  1000      0.31056   -8.5684e-07      0.31056
645414       1   13694889   13698405      1       1  1000     -0.18414   -8.5684e-07     -0.18414
391004       1   13716088   13719064      3       1  1000     -0.60919   -8.5684e-07     -0.60919
126755       1   13801445   13840242    156      33  1000    -0.019051   -8.5684e-07     -0.01905
10630        1   13910252   13944452     86      20  1000     -0.29605   -8.5684e-07     -0.29605
7799         1   14026714   14151574    178      20  1000     -0.83268   -8.5684e-07     -0.83268
23254        1   14219646   15444544   1614     167  1000     -0.47078   -8.5684e-07     -0.47078
55092        1   15479028   15546974    299      21  1000     -0.68889   -8.5684e-07     -0.68889
727684       1   15490692   15498120     21       5  1000     -0.86943   -8.5684e-07     -0.86943
114827       1   15573730   15724767    380      41  1000      0.51643   -8.5684e-07      0.51643
79180        1   15736391   15756839     46      12  1000     -0.73623   -8.5684e-07     -0.73622
11330        1   15764938   15773153     13       4  1000     -0.90738   -8.5684e-07     -0.90738
63036        1   15783223   15798586     54       7  1000      0.66917   -8.5684e-07      0.66917
51032        1   15802596   15817895     34       4  1000      -1.2272   -8.5684e-07      -1.2272
842          1   15817896   15851407    104       5  1000     -0.50685   -8.5684e-07     -0.50685
23341        1   15853343   15898228     81       5  1000     -0.62276   -8.5684e-07     -0.62276
79814        1   15898194   15911605     49       4  1000     -0.64738   -8.5684e-07     -0.64737
84301        1   15943953   15995539     97       3  1000       1.4526   -8.5684e-07       1.4526
6248         1   15986364   15988217      1       1  1000       1.7748   -8.5684e-07       1.7748
23207        1   16010632   16061264    119       7  1000        1.023   -8.5684e-07        1.023
284723       1   16062721   16067884      6       2  1000       1.1682   -8.5684e-07       1.1682
388595       1   16068987   16074292     11       2  1000      0.73309   -8.5684e-07      0.73309
54751        1   16083107   16113089     43       5  1000      0.19632   -8.5684e-07      0.19632
440567       1   16133657   16134194      4       1  1000     -0.28591   -8.5684e-07     -0.28591
23013        1   16174359   16266951    109      10  1000      -1.2691   -8.5684e-07      -1.2691
7709         1   16268364   16302627     44       9  1000      -1.6787   -8.5684e-07      -1.6787
101928566    1   16302626   16323701     18       5  1000     -0.82957   -8.5684e-07     -0.82956
149563       1   16330731   16333184     10       3  1000      -0.4691   -8.5684e-07      -0.4691
27129        1   16340523   16346084     42       5  1000     -0.12634   -8.5684e-07     -0.12634
1187         1   16348486   16360548     60       8  1000       0.3039   -8.5684e-07       0.3039
1188         1   16370231   16383821    118      13  1000      0.29774   -8.5684e-07      0.29774
348487       1   16384264   16400127     71      12  1000       1.3449   -8.5684e-07       1.3449
1969         1   16450832   16482582     45       9  1000     -0.29052   -8.5684e-07     -0.29052
128272       1   16524599   16539104     42       3  1000     -0.53741   -8.5684e-07     -0.53741
101927546    1   16551343   16553528      6       1  1000     0.072222   -8.5684e-07     0.072223
79363        1   16558182   16563659      7       2  1000       0.2923   -8.5684e-07       0.2923
54455        1   16573339   16678965    157       6  1000    -0.020485   -8.5684e-07    -0.020484
26099        1   16693525   16724643     23       5  1000     -0.42663   -8.5684e-07     -0.42663
374955       1   16722101   16763919     67      11  1000       1.2663   -8.5684e-07       1.2663
55707        1   16767167   16786585     21       3  1000     -0.70696   -8.5684e-07     -0.70696
100133301    1   16865561   16866198      1       1  1000        1.269   -8.5684e-07        1.269
55672        1   16888922   16940100    111      36  1000     -0.31442   -8.5684e-07     -0.31442
11223        1   17081129   17090975     13       7  1000      0.88538   -8.5684e-07      0.88538
9696         1   17248445   17299474    109      16  1000      -0.9069   -8.5684e-07      -0.9069
4237         1   17300997   17308081     14       3  1000     -0.48879   -8.5684e-07     -0.48879
23400        1   17312453   17338467     33       4  1000      -1.0668   -8.5684e-07      -1.0668
6390         1   17345217   17380665     89       7  1000     -0.74922   -8.5684e-07     -0.74921
11240        1   17393256   17445948    212      10  1000     -0.59223   -8.5684e-07     -0.59223
29943        1   17531621   17572501    125      30  1000       0.1591   -8.5684e-07       0.1591
51702        1   17575593   17610728    138      19  1000      -1.1372   -8.5684e-07      -1.1372
23569        1   17634690   17690495    232      17  1000     -0.68535   -8.5684e-07     -0.68535
353238       1   17698741   17728195    137      11  1000      -0.4938   -8.5684e-07      -0.4938
55920        1   17733251   17766250     49       5  1000     -0.84675   -8.5684e-07     -0.84675
55160        1   17846693   18024370    292      28  1000     -0.67728   -8.5684e-07     -0.67728
81569        1   18081808   18153558    172      17  1000      0.11233   -8.5684e-07      0.11233
84966        1   18434240   18704977    821     100  1000     -0.94936   -8.5684e-07     -0.94936
127707       1   18807424   18812540     23       5  1000      -1.1209   -8.5684e-07      -1.1209
5081         1   18957500   19075360    284      44  1000     -0.54373   -8.5684e-07     -0.54373
80834        1   19166093   19186155    107      19  1000     -0.69228   -8.5684e-07     -0.69228
8659         1   19197924   19229293     97      18  1000      0.52752   -8.5684e-07      0.52752
126917       1   19230774   19282826    128      22  1000     -0.90975   -8.5684e-07     -0.90975
23352        1   19401000   19536812    151      10  1000      0.39622   -8.5684e-07      0.39622
23065        1   19542158   19578053     68       7  1000      0.22758   -8.5684e-07      0.22758
51154        1   19578075   19586622     35       5  1000       2.2647   -8.5684e-07       2.2647
22977        1   19609057   19615280     12       4  1000     -0.19274   -8.5684e-07     -0.19274
8574         1   19629202   19638640     16       6  1000      0.54408   -8.5684e-07      0.54408
54896        1   19638740   19658925     58       7  1000      -1.0966   -8.5684e-07      -1.0966
832          1   19665267   19812066    435      20  1000       -1.413   -8.5684e-07       -1.413
440574       1   19923471   19956315    102       8  1000     0.057728   -8.5684e-07     0.057729
100532736    1   19923471   19984949    199      21  1000    -0.028581   -8.5684e-07     -0.02858
4681         1   19969723   19984949     43      12  1000      0.19205   -8.5684e-07      0.19205
3362         1   19991780   20006055     30       5  1000     -0.21539   -8.5684e-07     -0.21539
255104       1   20008706   20126424    298      36  1000      0.40589   -8.5684e-07      0.40589
54546        1   20140522   20141771      3       2  1000      0.25417   -8.5684e-07      0.25417
23252        1   20208356   20239438     44       8  1000       1.1245   -8.5684e-07       1.1245
30814        1   20246800   20250110     11       2  1000      0.13674   -8.5684e-07      0.13674
5320         1   20301924   20306932     11       4  1000    0.0070728   -8.5684e-07    0.0070737
5322         1   20386157   20418394    100      15  1000      -1.3334   -8.5684e-07      -1.3334
26279        1   20439143   20446059     18       7  1000     -0.63051   -8.5684e-07     -0.63051
64600        1   20465823   20476879     16       6  1000      0.19526   -8.5684e-07      0.19526
391013       1   20490484   20501687     29       5  1000      0.25695   -8.5684e-07      0.25695
127733       1   20512578   20522540      6       2  1000      0.94389   -8.5684e-07      0.94389
127731       1   20617412   20681662    163      17  1000       1.2575   -8.5684e-07       1.2575
